,Genre,ZCR_Mean,RMSE_Mean,MFCCS0,MFCCS1,MFCCS2,MFCCS3,MFCCS4,MFCCS5,MFCCS6,MFCCS7,MFCCS8,MFCCS9,MFCCS10,MFCCS11,MFCCS12
10,Folk,0.029617041349,1.0181611776,,-362.07846069,140.5423584,9.4918327332,7.8254466057,9.8266830444,-1.1481978893,-3.7732646465,-6.0878691673,-6.0326399803,-6.7164325714,-6.7567772865,-5.6205420494
11,Folk,0.048996075988,3.2866282463,,-186.51473999,147.31710815,-39.110839844,24.590965271,9.5326576233,-3.7537169456,-3.4373931885,-4.8485403061,-5.7571825981,-4.2809047699,-7.0767216682,-7.065861702
12,Folk,0.037978481501,2.6866047382,,-275.95401001,133.40031433,0.22395172715,14.811477661,-6.0088911057,-5.0818247795,-18.553178787,-12.985693932,-13.947026253,-13.310710907,-15.994515419,-10.130820274
13,Folk,0.049587156624,3.7428100109,,-180.55841064,159.27198792,-14.024701118,19.899074554,-4.6897344589,16.504417419,-9.6198701859,-4.9120697975,-11.798516273,-8.316737175,-10.977397919,-4.5974698067
14,Folk,0.030804041773,1.2471162081,,-382.32723999,137.10652161,16.190986633,9.1708707809,9.4285306931,-1.7691786289,-2.7993507385,-2.4526531696,-2.9911119938,-5.3006324768,-5.6073589325,-2.9041001797
15,Folk,0.044280782342,3.1675658226,,-188.32276917,157.29426575,-32.621509552,16.180454254,-0.25156244636,2.8850636482,-8.6760292053,-7.9694280624,-5.2030820847,-6.1205010414,-9.026099205,-7.1455645561
16,Folk,0.045846119523,3.4751284122,,-194.50642395,152.92262268,-22.887516022,12.650759697,-6.4977211952,-3.6569163799,-12.266699791,-10.156269073,-10.590389252,-12.074541092,-19.933238983,-11.008598328
17,Folk,0.065629325807,2.7689938545,,-191.60322571,146.53833008,-13.940588951,38.911239624,-15.132569313,18.394884109,-5.4146466255,-4.7429733276,5.9583005905,-12.462138176,-2.6331810951,-10.058628082
18,Pop,0.032867651433,4.1477999687,,-225.90879822,159.11270142,4.8350467682,23.729974747,3.4566757679,9.1581430435,-9.201874733,-2.7440543175,-1.5765879154,2.1798963547,-3.4589676857,-4.6842598915
19,Rock,0.030046250671,3.3444879055,,-240.03425598,197.23483276,-11.00819397,11.837274551,-1.1796680689,-2.4415585995,6.3622083664,-2.1251068115,-1.0887291431,-3.747200489,-4.1215100288,-1.4496660233
20,Rock,0.062829397619,7.121131897,,-68.950660706,159.99656677,-52.393383026,26.487968445,8.4506435394,15.509462357,-11.053805351,11.630246162,-5.0430808067,10.690701485,-0.002445618622,3.6482372284
21,Rock,0.023723095655,1.9834104776,,-310.5428772,141.97415161,22.377241135,53.284358978,-5.3868422508,37.514896393,7.4985494614,3.638477087,9.8611164093,4.6143517494,6.3871135712,-2.0699338913
22,Experimental,0.07948115468,3.2206254005,,-209.64094543,195.13235474,-76.049583435,32.364204407,13.043180466,-10.154853821,-5.4505853653,-15.712988853,-5.4560365677,-13.794773102,-10.737185478,-6.369582653
23,Rock,0.033302929252,8.8036680222,,-86.333129883,166.80506897,-16.050485611,31.376188278,-4.7158269882,23.35446167,-1.2160885334,15.183050156,-4.6139039993,7.6903171539,-3.6894450188,7.4461941719
24,Folk,0.020043216646,2.3827791214,,-306.90762329,175.74388123,24.360071182,53.731258392,25.358469009,-8.9411125183,0.94031327963,13.208275795,-5.5635004044,-14.000288963,2.3256075382,-2.2589378357
25,Folk,0.029153337702,2.5986599922,,-273.14605713,180.28460693,-5.0706729889,42.397994995,26.721935272,-6.3742666245,-5.9758810997,11.732684135,-0.39241984487,-15.203373909,-5.3993477821,-3.1948370934
26,Folk,0.024550504982,2.1117582321,,-301.77322388,173.62840271,15.925702095,38.018024445,26.816492081,-14.236524582,-3.7582890987,17.833475113,2.0906243324,-14.435559273,-4.2032432556,-1.2699548006
27,Rock,0.074973300099,6.7205052376,,-53.340698242,155.81661987,-51.889923096,37.218166351,-12.728447914,23.960046768,-16.321315765,5.7288126945,-6.2612586021,3.6395115852,-4.2926149368,4.6327791214
28,Folk,0.024282323197,1.6401426792,,-355.48379517,154.83503723,38.732654572,9.7630977631,10.337823868,12.465712547,3.2633900642,-3.6017742157,-5.6435003281,-7.8625650406,-9.6713094711,-9.7318792343
29,Experimental,0.020521817729,2.7376976013,,-370.72024536,117.88913727,47.753822327,23.22231102,16.636571884,19.121551514,26.262147903,28.723524094,19.793790817,9.8813724518,0.45001125336,-3.021281004
30,Folk,0.063052371144,2.9793577194,,-209.02650452,128.47550964,7.7205252647,11.405322075,8.2527284622,6.9423489571,-3.0504276752,-5.2509818077,-5.336063385,-5.4061527252,-8.9481143951,-7.0228843689
31,Folk,0.043972667307,4.0035290718,,-179.93884277,168.52351379,-34.8307724,24.161973953,-0.55189949274,1.5404150486,-4.3182506561,-7.8188729286,-8.8935852051,-7.1696572304,-12.32662487,-5.1339483261
32,Folk,0.049160417169,4.586063385,,-166.42416382,154.24819946,-30.290534973,23.171892166,-7.4611997604,7.6493988037,-15.43204689,-1.8276902437,-12.308630943,-5.2572102547,-10.984053612,-2.8425211906
33,International,0.038048744202,3.9309110641,,-189.57588196,218.65022278,-54.116157532,37.580513,13.922657967,-23.174545288,14.899496078,-7.8368229866,-3.6741278172,4.6508936882,-12.077759743,-5.0137958527
34,International,0.0684036538,3.4995698929,,-185.56724548,204.43218994,-74.650169373,66.746185303,10.031900406,-25.202974319,18.033468246,-12.269993782,-2.8739733696,-0.12711764872,-10.895833969,-3.4626705647
35,Hip-Hop,0.044349960983,5.7889986038,,-163.25802612,133.02351379,15.475307465,40.83436203,-7.7457966805,27.629861832,-4.1422801018,18.96767807,6.5519170761,18.747591019,-15.013400078,6.1923923492
36,Rock,0.077424153686,6.6846375465,,-74.571968079,128.04728699,-70.287017822,37.331138611,13.282617569,28.969192505,3.5310060978,21.799919128,-0.56019115448,13.067664146,0.97761404514,2.6190211773
37,Hip-Hop,0.081806972623,3.4873588085,,-161.42263794,106.23269653,-21.56373024,41.505199432,-14.254954338,28.567741394,-8.9985494614,7.5659971237,-5.0684289932,7.3958997726,-5.777141571,5.4707956314
38,Hip-Hop,0.078629553318,5.5944957733,,-98.56816864,122.74025726,-39.656955719,34.153354645,-17.840024948,17.459560394,-8.6583681107,23.982584,-1.8270760775,8.3133687973,2.9127390385,5.3460993767
39,International,0.080743744969,7.3493504524,,-84.275566101,78.423561096,-9.2056560516,35.697666168,1.4388331175,28.092140198,-0.49279892445,9.6543092728,-3.5451517105,8.7403726578,-0.66387295723,4.44409132
40,International,0.063199713826,7.7032136917,,-90.330375671,94.84866333,-12.0396595,41.239246368,-6.0088829994,21.952022552,1.8904761076,17.476903915,1.3290879726,16.758188248,-3.2256505489,8.2131509781
41,International,0.081271529198,7.398045063,,-69.516105652,107.81717682,-15.182250977,47.672138214,-14.136507034,18.201494217,-0.32202750444,7.5391583443,-4.3053483963,14.622423172,-3.4626235962,9.9378786087
42,International,0.049746114761,8.6161365509,,-101.29438019,104.90272522,-26.688184738,36.999904633,32.100315094,21.889726639,0.51307153702,10.845554352,0.54700994492,10.814406395,-1.8551791906,-1.8230893612
43,International,0.059104207903,7.5196738243,,-121.63729095,107.62374878,2.633728981,49.755901337,17.896331787,15.228412628,-9.5961999893,5.9605097771,2.1484923363,9.0524663925,-5.1045656204,-2.6592423916
44,International,0.050048269331,5.6389889717,,-137.5375824,142.41708374,-28.307065964,42.857067108,-12.432525635,18.801778793,-5.8710575104,5.3871135712,-1.82774508,4.7291059494,-0.64313656092,1.0123254061
45,Folk,0.017354657874,8.3742837906,,-218.51841736,188.10760498,26.955701828,35.088314056,21.158243179,11.321009636,-9.0532064438,5.9915866852,4.5528841019,1.2542896271,5.7373547554,0.71526223421
46,Folk,0.032179336995,3.8115229607,,-268.26638794,194.99604797,23.922538757,0.64545756578,-4.1184558868,-6.6794362068,-0.58190798759,-2.6424841881,-0.57774853706,-1.9620074034,-1.8677384853,-0.95607709885
47,Folk,0.026822349057,4.2259969711,,-229.65620422,205.32142639,0.8792783618,11.158992767,14.251912117,-1.5913150311,-16.430677414,7.0779056549,-3.9909307957,2.5122931004,-14.046240807,-8.0338153839
48,Folk,0.089042410254,2.3547298908,,-229.44003296,94.161911011,-59.408302307,44.121822357,-38.333705902,-5.9895091057,-24.027833939,-6.4591417313,2.9532594681,-4.347840786,-15.948431015,-15.346466064
49,Rock,0.078319564462,3.1753127575,,-210.22340393,111.02301025,-5.9514203072,45.237129211,-4.211368084,22.338331223,4.1737818718,15.010892868,-9.8047800064,14.451653481,-5.7838449478,6.9591445923
50,Folk,0.021910270676,3.8175344467,,-279.71762085,192.72413635,14.941382408,25.573394775,18.146062851,-0.0048411246389,-7.7511563301,-4.3902306557,-6.1711373329,-6.7068123817,-3.7644097805,-8.8076229095
51,Pop,0.030665205792,4.441075325,,-262.08963013,123.04753876,13.853300095,31.56394577,21.825786591,16.764606476,4.5938897133,16.317708969,7.1857075691,4.9900279045,5.2968130112,10.823720932
52,Pop,0.029837464914,4.168405056,,-265.90362549,143.25753784,33.153038025,20.360803604,11.399454117,13.958602905,4.2027544975,16.583824158,7.8021888733,7.8799648285,4.2354092598,6.7624797821
53,Rock,0.068971194327,11.522167206,,-43.242923737,203.88217163,-92.29889679,49.296875,-13.16885376,8.0153217316,7.4635190964,-13.780707359,8.5665607452,-17.432340622,2.0510833263,-4.8711333275
54,International,0.049568712711,4.6659288406,,-211.64927673,204.59616089,-31.655954361,3.7582013607,7.3812623024,-19.825334549,3.2302570343,-11.432704926,-16.839111328,-3.328019619,-14.296205521,-11.4562006
55,Folk,0.026839764789,0.5706449151,,-405.67514038,208.58270264,-14.861013412,36.415950775,4.0416002274,-5.5587363243,2.7855567932,-9.2906246185,-1.0721757412,0.94342249632,-1.7171368599,2.4754734039
56,Folk,0.022196782753,6.8270058632,,-177.66844177,223.32958984,-10.964179993,12.216558456,0.50085890293,2.9094231129,8.3943252563,5.1119084358,1.0978324413,-0.77587074041,-2.6301467419,-5.7173485756
57,Experimental,0.12685021758,3.3159883022,,-133.15029907,108.20294952,-59.01215744,31.178819656,-15.865670204,4.5470986366,-15.381919861,16.375436783,-13.69955349,5.8571610451,-1.9490642548,4.0557031631
58,Rock,0.076194681227,5.9089808464,,-106.65434265,106.19780731,-41.962120056,72.642173767,16.426296234,25.055772781,-11.767045975,13.026357651,-7.7723555565,22.222364426,-8.5645799637,10.960863113
59,Experimental,0.057746741921,10.878814697,,21.139633179,120.64204407,-49.863571167,28.090818405,-15.632974625,9.211145401,-4.3531332016,12.182236671,-0.29626998305,6.8003611565,-5.8646626472,2.4249937534
60,Experimental,0.068732813001,9.8086233139,,-24.59299469,123.0628891,-61.481338501,30.284818649,-3.6716980934,22.838552475,1.2887246609,17.421453476,-0.92884719372,17.188655853,4.696398735,11.788099289
61,Experimental,0.065044261515,10.853128433,,58.315345764,90.566452026,-9.6017913818,13.64533329,-8.9893932343,2.7914981842,-2.2034516335,5.8714051247,2.4250764847,5.3321547508,0.73614346981,1.876766324
62,Rock,0.05659346655,6.7869620323,,-72.049934387,131.78865051,-34.840717316,32.892662048,5.2858624458,22.294826508,-1.8924605846,20.905395508,-8.4414892197,15.802414894,0.33869418502,10.400696754
63,Rock,0.061901792884,9.3378515244,,-50.959358215,157.88114929,-65.936660767,55.179283142,-9.0499067307,31.472694397,10.122175217,6.890109539,0.28744289279,3.7186889648,1.2248551846,-2.416921854
64,Experimental,0.074933573604,2.3047297001,,-225.53097534,120.50312042,2.3379030228,17.861219406,3.5671346188,9.8074321747,0.17970222235,3.1048562527,2.069283247,4.2271904945,1.6246852875,1.1396436691
65,Experimental,0.15405270457,3.4536633492,,-186.28182983,108.99562836,-23.417051315,12.211186409,2.067340374,7.1096286774,1.77137959,4.7316403389,0.25179335475,4.2396726608,5.6041793823,4.6472916603
66,Experimental,0.074578642845,3.5905098915,,-157.39953613,125.70249939,-13.146332741,29.271129608,5.6407814026,8.6970348358,4.5764498711,15.914756775,-0.43086117506,6.9425005913,-1.22131145,5.759745121
67,Experimental,0.14962849021,2.0640323162,,-241.57818604,103.64937592,-4.7782707214,22.926944733,7.4067373276,14.421825409,10.857461929,2.4173710346,10.810404778,2.6239938736,1.3758604527,6.2202920914
68,International,0.05110212788,3.0255980492,,-321.27438354,137.54911804,18.282865524,-21.903478622,-11.165502548,-9.184841156,-12.202382088,-8.445939064,-7.0553584099,-11.337317467,-11.889318466,-5.7406082153
69,Experimental,0.042783133686,6.7443261147,,-111.72971344,178.00517273,-44.582447052,29.98462677,-1.6107494831,17.816911697,-4.8190960884,7.6450138092,11.615184784,10.55522728,1.0291579962,0.19700993598
70,Rock,0.052596110851,7.7678103447,,-116.89697266,140.6187439,-51.656684875,59.124156952,11.783205032,17.029619217,1.5980389118,16.489658356,2.6946015358,3.5117416382,6.8621134758,6.8513212204
71,Rock,0.044368840754,3.6369297504,,-181.94921875,143.93972778,-24.33372879,32.183563232,2.779607296,18.318786621,4.1167054176,7.3264875412,6.3471088409,6.91061306,2.1029546261,4.6600995064
72,Folk,0.020412020385,3.7413651943,,-246.16052246,164.70587158,12.895382881,39.217189789,15.241336823,19.684436798,6.5388622284,6.2019033432,-2.6293139458,-2.6696286201,-4.8604269028,-1.6642279625
73,Folk,0.019295522943,4.4454350471,,-263.80975342,183.20373535,26.211896896,9.3182811737,28.965181351,14.34498024,7.2809901237,9.1977071762,0.53799027205,-3.815826416,-0.46033465862,1.3112876415
74,Folk,0.026748789474,5.0926613808,,-189.53756714,161.64129639,-1.4997236729,35.247764587,9.7007350922,16.559883118,2.2642962933,10.618195534,2.586684227,4.3200845718,1.4414772987,7.467813015
75,Folk,0.022166566923,3.9334077835,,-284.23251343,192.07182312,27.736963272,10.304680824,28.139902115,11.197325706,4.6367535591,7.3808236122,1.1645493507,-4.5612182617,-3.5438632965,-0.95498901606
76,Experimental,0.039920672774,9.3233470917,,-122.13680267,158.97250366,-7.8687710762,20.06244278,7.0347113609,10.107840538,7.4965600967,6.9717345238,6.015443325,3.8816843033,3.0569341183,4.3875145912
77,Experimental,0.076724469662,3.2347798347,,-178.16319275,118.10538483,-41.297492981,30.101085663,4.828912735,12.019152641,1.2161846161,6.2688341141,0.071975059807,1.0764124393,1.416864872,3.1004619598
78,Rock,0.080323137343,4.725481987,,-114.00224304,166.73550415,-77.548561096,45.802768707,9.5211009979,16.746789932,-15.081685066,-12.229915619,-1.585668087,-9.3419818878,4.6930198669,-0.046148113906
79,Experimental,0.043483879417,5.4948067665,,-120.00245667,160.3711853,-11.987901688,30.372728348,-13.63184166,19.750564575,-13.065934181,11.018327713,-4.5728392601,2.9307734966,-1.4814270735,4.6450810432
80,Experimental,0.08174534142,3.9719119072,,-138.71107483,140.0275116,-48.77740097,39.445503235,-10.682501793,8.6489686966,-6.9915304184,7.3344941139,-2.8197112083,0.11042167246,0.11320919544,1.2767248154
81,Experimental,0.053445409983,4.3505077362,,-143.41282654,175.04167175,-35.900505066,28.844612122,-8.3658828735,10.502563477,-8.3426151276,-0.92532247305,-3.3105196953,-5.4664058685,-3.4682180882,-1.6542012691
82,Rock,0.045035883784,4.052793026,,-160.95062256,181.55029297,-47.378414154,30.391820908,2.4012989998,18.09409523,-8.9827203751,1.5538474321,2.0570383072,6.7726330757,0.87742578983,-4.5776743889
83,Rock,0.036106634885,2.6912674904,,-205.37098694,193.83320618,-30.871675491,18.917503357,2.2796866894,10.839299202,-4.2436752319,13.079658508,-5.4101071358,-1.2317436934,-0.14264936745,0.27223059535
84,Experimental,0.032036483288,5.5289554596,,-154.36442566,208.55578613,-20.875202179,6.0446028709,9.7226629257,5.8078827858,-4.7405772209,6.192656517,-6.2189536095,-2.9804046154,0.45259964466,2.6259512901
85,Electronic,0.011080833152,6.3737683296,,-297.63787842,136.51902771,44.605106354,38.29491806,19.872711182,18.389631271,12.526715279,12.588480949,5.8086438179,7.4943990707,8.2820386887,7.7734665871
86,Experimental,0.1344602555,0.85026586056,,-331.41812134,103.282547,-8.1810846329,17.531890869,-15.235683441,16.263429642,-15.256560326,-9.4220495224,-6.7648944855,-9.8640918732,-19.453695297,-6.191775322
87,Folk,0.055064238608,1.7085487843,,-350.57958984,136.9471283,-37.133655548,-16.418352127,-4.2155661583,-4.7067818642,-10.637488365,-9.478811264,-9.6365766525,-6.4552922249,-4.4066085815,-12.359131813
88,Pop,0.07714972645,2.7927958965,,-175.38520813,144.50314331,-34.843250275,43.163051605,-27.623189926,23.124162674,-10.340533257,4.4343390465,-3.8678016663,-0.14307112992,-3.0307314396,-0.21938619018
89,Pop,0.084466546774,6.5316090584,,-58.88759613,148.87254333,-59.528911591,65.502944946,-30.848285675,33.188106537,-14.391633034,13.648579597,-3.7132878304,6.656039238,0.054332531989,4.0649671555
90,Pop,0.058290641755,6.5186638832,,-111.22873688,161.44473267,-25.517681122,31.383378983,-23.636959076,18.253694534,-6.8336591721,9.3835582733,-2.9160993099,1.2390879393,-3.6064209938,-0.044051900506
91,Pop,0.095566727221,7.184844017,,-43.142055511,146.05841064,-64.742645264,63.076892853,-25.272474289,28.712970734,-18.334407806,16.397109985,-11.124125481,5.0529527664,-4.8183040619,-0.58993345499
92,Pop,0.052693605423,2.8674449921,,-213.57000732,182.29333496,-69.118110657,50.173267365,27.929161072,5.625834465,14.546441078,2.3961195946,3.8117978573,1.2066196203,-2.4965395927,5.688313961
93,Pop,0.056249905378,2.6659491062,,-213.97065735,163.68377686,-49.099777222,42.567417145,-1.0709379911,11.241461754,-0.94231003523,3.2956461906,-2.366496563,-0.77557867765,-2.3024208546,0.99685108662
94,Experimental,0.029065614566,0.71870481968,,-318.834198,142.41770935,26.382154465,-3.9251935482,-1.4225952625,5.609375,0.0073315314949,-2.3037045002,-0.91266411543,-5.4836587906,-9.291437149,-9.5264253616
95,International,0.046347096562,2.8114805222,,-227.05418396,144.78739929,-25.222333908,23.338403702,4.4214086533,0.6702657342,-4.793586731,7.2661356926,-11.381706238,-6.2729520798,-3.5795574188,-7.8191843033
96,International,0.066936150193,3.8888165951,,-165.74009705,107.33325958,-23.530235291,28.366275787,-4.7471780777,19.219345093,-6.8487634659,13.543474197,-12.774065018,-2.0457713604,-4.1522555351,0.62590169907
97,International,0.052991420031,3.5753774643,,-171.85826111,134.68884277,-26.573738098,30.011379242,0.27792969346,8.7771959305,-8.3816099167,10.696440697,-10.168856621,-6.7481393814,-6.5121278763,-6.9679441452
98,International,0.04835633561,3.3720052242,,-194.53939819,133.27807617,-16.997945786,26.285741806,-6.4526414871,10.820203781,-5.6285638809,5.5129327774,-6.7574243546,-2.6213693619,-5.0460629463,-5.8373637199
99,International,0.042500801384,4.8797535896,,-180.59405518,141.64682007,-13.8947258,35.568195343,5.4890875816,6.5354952812,-9.4088668823,12.169837952,-0.50065749884,-6.6740865707,-0.54580152035,-3.3010940552
100,International,0.0414699018,2.8045604229,,-258.82662964,135.979599,-12.521194458,20.537008286,6.0834107399,5.7595696449,-8.803976059,10.972951889,-4.2141914368,-10.054272652,-4.2645568848,-1.140496254
101,International,0.057116996497,2.5936152935,,-213.97190857,121.41579437,-24.694990158,41.145526886,-1.947640419,10.34269619,-2.9692623615,6.984744072,-7.030395031,0.82933038473,-0.30010068417,-4.5934948921
102,International,0.033646956086,2.5342085361,,-268.32635498,137.44085693,2.8573246002,22.434484482,-6.6551537514,7.9603204727,-5.0947728157,-2.7679786682,-8.5076217651,-5.5811171532,-9.1702489853,-7.1598734856
103,International,0.056781925261,4.348751545,,-160.73948669,136.22834778,-16.890731812,32.382217407,-7.2256579399,8.8157062531,-15.327830315,20.905056,-13.038812637,-3.4268081188,-3.3942673206,-5.4558486938
104,International,0.056372731924,3.3572311401,,-175.534729,132.14256287,-31.906003952,40.944713593,-3.7170133591,7.1890416145,-9.5338029861,5.5018234253,-7.654586792,-5.3766069412,-7.2787361145,-9.5102701187
105,Folk,0.040286026895,3.1178538799,,-225.64819336,174.1275177,-29.328861237,12.973505974,-7.1853089333,-3.1836102009,-3.5147469044,-15.78025341,-13.388606071,-9.0302877426,-6.2043361664,-1.3651608229
106,Folk,0.027192417532,3.4444100857,,-233.84773254,191.38432312,2.2492694855,9.9997158051,9.4752655029,11.36070919,-10.90579319,1.6881881952,-7.9699201584,-6.0701584816,-10.411665916,-6.6585583687
107,Folk,0.030365252867,2.2610635757,,-301.60205078,153.84188843,17.404935837,-5.5592675209,-9.030040741,15.400419235,0.77194035053,2.5051217079,-8.4896335602,1.9648476839,-0.46507561207,-4.8679304123
108,Folk,0.063435427845,3.3407614231,,-208.75559998,130.27735901,-48.101711273,20.85515213,0.79957586527,4.8365206718,-3.3538894653,-3.8012804985,-14.68611145,-12.120250702,-11.660038948,-8.9003105164
109,Rock,0.10451876372,6.1279606819,,-81.334701538,162.68614197,-94.122695923,53.200435638,-12.490653038,6.8626270294,-16.748613358,-5.6219735146,-3.5756452084,-13.463971138,0.14124114811,-11.022032738
110,Rock,0.10025000572,2.2879219055,,-208.97128296,118.02265167,-31.025146484,42.757389069,-22.003164291,15.181414604,6.8867511749,4.8785891533,-1.5735365152,3.1299381256,-5.5489339828,-3.2923753262
111,Experimental,0.090889632702,4.2843818665,,-85.863517761,101.74028015,-2.3467416763,37.950782776,-17.421443939,15.204216957,5.0982937813,-3.9763898849,2.7421796322,-0.8058193326,-0.62582480907,2.1192195415
112,Experimental,0.060700062662,8.1887273788,,-52.161556244,163.91770935,-53.543743134,45.191482544,-20.603620529,15.072113037,0.90575325489,1.8652580976,-5.3454461098,2.219086647,-4.6225509644,0.85289019346
113,Experimental,0.085233323276,5.1765632629,,-102.56454468,158.77200317,-59.487266541,47.456993103,-23.197719574,11.561748505,-2.1905150414,-9.2904071808,-2.4901399612,-5.4714818001,4.2509288788,-0.57356148958
114,Experimental,0.046477805823,2.525270462,,-210.14022827,180.93055725,-44.167247772,29.927705765,5.0812458992,9.206495285,10.9010849,-1.6000082493,0.770655334,-5.1895213127,3.5670096874,-0.30756652355
115,Rock,0.10221533477,4.4942545891,,-107.61692047,143.67086792,-82.358764648,56.487167358,5.337515831,28.848390579,-16.225006104,18.600553513,-6.6347370148,12.236739159,-2.1419069767,3.792963028
116,Rock,0.042712252587,4.5740804672,,-161.54032898,203.56547546,-35.851016998,12.191486359,9.0578727722,3.4706599712,-1.5508562326,3.9450831413,3.3216745853,2.1877841949,3.0372617245,-8.0105304718
117,Folk,0.031158717349,1.7786283493,,-322.27548218,185.97299194,-0.071378499269,16.820985794,13.165991783,12.665010452,2.9503006935,8.22423172,-1.7621797323,-0.33283004165,4.8000402451,2.8235194683
118,Folk,0.083015747368,7.1972208023,,-81.492889404,119.6058197,-40.40763855,62.813232422,-4.4763932228,36.665554047,-23.557653427,29.965726852,3.0072543621,11.359000206,-0.62189018726,0.59752929211
119,Folk,0.0246965345,6.6644015312,,-150.16111755,158.00376892,-5.2079873085,46.267719269,5.1407375336,27.799289703,-10.00382328,13.513384819,0.009070718661,2.5873472691,-3.0077404976,5.0195159912
120,Experimental,0.012389379553,8.9213790894,,-165.75856018,199.7744751,4.6846532822,37.259765625,10.448407173,25.13278389,-3.3896496296,10.127820015,12.435598373,-7.9210762978,6.7413773537,6.669054985
121,Rock,0.048960231245,5.3686423302,,-152.21456909,147.41644287,-35.50075531,37.568450928,15.191381454,20.400365829,-2.97503829,3.5231668949,0.38817203045,3.4239356518,-2.7774507999,4.3698453903
122,Experimental,0.083430416882,7.1132984161,,-35.200996399,135.78579712,-57.494075775,12.82111454,-12.516870499,17.007368088,5.7327313423,7.8686261177,-1.4090852737,5.9879703522,-3.9670176506,3.8159623146
123,Experimental,0.018258389086,9.335729599,,-206.50169373,193.5723114,8.2171106339,38.52073288,4.7503395081,-14.513241768,-3.5541908741,-15.264299393,-15.171707153,-20.070159912,-15.524985313,-5.2746734619
124,Folk,0.031394682825,4.8056569099,,-205.43086243,204.59797668,0.30823811889,-16.012311935,15.581805229,23.88451004,-10.67817688,-5.4108681679,-4.605111599,-6.059694767,-8.8934144974,-6.6517534256
125,Pop,0.043894853443,4.6053991318,,-188.21893311,140.57330322,-24.85817337,19.256074905,17.733083725,31.944086075,5.7413439751,5.194434166,-1.4680104256,1.3914296627,-7.0877451897,-6.3620967865
126,Folk,0.014202249236,3.573425293,,-351.29165649,138.61940002,49.541946411,35.518390656,28.128452301,20.509784698,-0.055873084813,8.7822380066,-3.9932079315,-0.97516191006,10.136343002,-3.7406802177
127,Folk,0.015255607665,2.9162580967,,-331.61663818,144.23202515,44.214313507,34.482143402,27.341876984,19.322410583,-2.078142643,11.468963623,-5.2320780754,0.71472781897,12.805878639,-1.6719973087
128,Folk,0.012662538327,3.0542292595,,-358.55154419,130.71690369,57.572990417,41.137428284,27.02132988,18.070676804,-0.30411562324,5.7138547897,-6.0458545685,-5.5812292099,6.1718869209,-4.7495164871
129,Folk,0.026254896075,0.89563310146,,-410.24282837,144.78198242,24.127990723,29.111532211,15.699454308,15.404927254,-7.7478227615,10.967078209,-8.9803886414,-5.0156555176,6.3643326759,3.43678689
130,Folk,0.026917679235,2.147264719,,-309.16775513,171.420578,-0.15418456495,10.971391678,-1.7855194807,3.7415270805,-3.044700861,8.4012918472,-8.382311821,-15.121513367,-4.5790662766,-20.356580734
131,Folk,0.017707660794,1.377476573,,-383.44528198,141.37620544,48.760253906,36.436660767,22.774162292,12.193301201,-2.6069915295,-4.1327676773,-7.6790423393,-10.627691269,-6.518404007,-13.992624283
