,Genre,Energy_Mean,RMSE_Mean,ZCR_Mean,CQT_Mean,Spectral_Contrast_Mean,Chromagram_Mean,Tempo_Mean,STFT_Mean,Autocorrelation_Mean,STFT_Mean,Spectral_Centroid_Mean,Rolloff_Mean,MFCCS0,MFCCS1,MFCCS2,MFCCS3,MFCCS4,MFCCS5,MFCCS6,MFCCS7,MFCCS8,MFCCS9,MFCCS10,MFCCS11,MFCCS12
34,Blues,44.41022789142191,0.1358329802751541,30283,0.004019857931654597,26.88259082241624,0.24984329834474148,129.19921875,8.424482871305372e-07,-703.9666748046875,8.424482871305372e-07,1537.0980205512037,3494.3076149216936,62,120,-9,84,6,11,17,12,14,-1,8,8,6
35,Blues,68.21082066365128,0.1733904480934143,30113,0.008452930932422454,26.87704855647512,0.2596986856505355,129.19921875,2.099323410220677e-06,-1590.802001953125,2.099323410220677e-06,1506.8728757224978,3350.6613322034514,98,127,-4,89,5,15,12,7,13,5,9,1,4
36,Blues,89.60052526157229,0.19770807027816772,24466,0.00717289916204263,27.36607897161179,0.23134678485222704,151.99908088235293,6.294616923696594e-06,-2574.474853515625,6.294616923696594e-06,1247.3550297102443,2554.8904029509863,72,125,2,81,11,15,14,10,17,0,14,7,1
37,Blues,14.367373567060143,0.06924803555011749,31918,0.003544397874174246,26.615383665380417,0.237851912830105,123.046875,1.1053684829676058e-06,-302.2609558105469,1.1053684829676058e-06,1188.3081417864569,2162.90450306337,-52,112,20,56,18,10,15,9,10,6,8,6,6
38,Blues,65.7891060966722,0.16808085143566132,29381,0.00258171458969421,27.195260742803693,0.24743278823656947,129.19921875,1.2666504517255817e-05,-1889.36279296875,1.2666504517255817e-05,1514.1006734453883,3379.155771914878,85,118,-5,88,2,20,15,6,16,2,16,7,7
39,Blues,20.4512600226607,0.08585409820079803,23388,0.002742108588672142,26.368849304337125,0.22938616241875565,117.45383522727273,1.4013650115884957e-06,-447.56390380859375,1.4013650115884957e-06,1151.0089925770378,2180.3575555575694,-19,102,30,61,23,16,15,8,10,5,12,7,2
40,Blues,38.76396964291626,0.1348792314529419,64767,0.003630292560524273,21.300212828784733,0.28007069620541014,117.45383522727273,0.0033379157539457083,1041.0509033203125,0.0033379157539457083,2272.4395473323143,5117.724609375,162,151,-66,63,-17,34,7,12,14,3,9,4,15
41,Blues,35.890940476812055,0.1291474550962448,67745,0.006017659613378927,21.79298304405485,0.27225833804940053,129.19921875,0.003402294823899865,1207.231201171875,0.003402294823899865,2390.39009977241,5416.4166160636605,169,138,-54,72,-24,32,2,14,11,2,2,3,15
42,Blues,26.253648923505587,0.11105622351169586,64835,0.001416615354169593,23.42488479121242,0.2502417214212591,89.10290948275862,0.0034022165928035975,1097.5496826171875,0.0034022165928035975,2301.609667012493,5205.997419246664,128,136,-63,56,-19,24,6,8,20,7,11,10,19
43,Blues,35.88583478498542,0.12739764153957367,57796,0.006280944433385993,20.799600345680947,0.27782152327308246,129.19921875,0.0032437003683298826,1062.2529296875,0.0032437003683298826,2155.8796287547634,5024.305813605713,157,143,-48,74,-22,27,3,9,8,2,6,3,11
44,Blues,38.93369443872382,0.13639041781425476,61292,0.0017304961874240244,21.736179171654467,0.274311343689714,135.99917763157896,0.0034176893532276154,1448.6934814453125,0.0034176893532276154,2278.9612516967195,5209.619593786253,164,146,-61,63,-18,29,2,9,12,6,8,5,16
45,Blues,46.41271627768932,0.14832893013954163,31862,0.003284538388165445,21.936153534025287,0.2817275383515682,129.19921875,0.00347115658223629,846.1463623046875,0.00347115658223629,1739.1340329154266,4569.085905778712,117,133,-52,55,-7,28,12,16,24,7,16,10,15
46,Blues,23.45273286613335,0.10259450972080231,38728,0.00014804504178380295,21.420880474663903,0.26439146315350787,123.046875,0.003307925071567297,833.4937133789062,0.003307925071567297,1913.011599817312,4800.7968274180685,98,126,-46,61,-6,28,6,18,17,8,13,7,14
47,Blues,26.8465652762145,0.11225184798240662,49903,0.00420121564727866,22.395970794955094,0.25304350122508273,151.99908088235293,0.003383671399205923,601.5572509765625,0.003383671399205923,2013.0116652479728,4865.546319877465,122,143,-54,58,-7,30,14,12,18,6,8,7,19
48,Blues,33.274523368820695,0.12398508936166763,65464,0.004459774280147068,21.612736884668454,0.2735977804256542,123.046875,0.00334871094673872,778.53515625,0.00334871094673872,2148.1976094245806,4683.771445856293,154,161,-51,61,-19,23,7,6,11,1,9,3,11
49,Blues,16.96839956758138,0.08859746158123016,26475,0.0015848185978706965,22.55510533007364,0.24567448412194898,123.046875,0.0031924755312502384,213.80470275878906,0.0031924755312502384,1318.1914651872376,3072.236849260441,11,135,-29,54,12,29,18,10,17,5,12,15,21
50,Blues,76.13790788255211,0.1823301762342453,56859,0.008276883295009748,21.135632284254843,0.2771782168679122,135.99917763157896,1.939727553690318e-05,5153.41845703125,1.939727553690318e-05,1945.5331078931831,4151.436691107164,173,162,-39,54,-19,20,2,6,9,2,15,3,9
51,Blues,82.56542621728269,0.19665652513504028,70627,0.00755334603213664,21.55830019226636,0.28056348403392684,99.38401442307692,2.7046411560149863e-05,5062.58837890625,2.7046411560149863e-05,1977.2342507767996,3930.8504250652554,189,179,-37,45,-29,24,4,9,16,4,13,0,8
52,Blues,26.123824798061555,0.09894322603940964,44528,0.007855482049966634,22.66280811559836,0.24404933645544663,151.99908088235293,2.1039235434727743e-05,1880.46728515625,2.1039235434727743e-05,1443.810106160443,3005.7553744924594,31,153,3,18,0,14,19,12,12,6,9,8,7
53,Blues,65.38303060430192,0.16840891540050507,88030,0.006833698031690613,21.65813476448442,0.2787950546831261,103.359375,2.1384976207627915e-05,3853.7490234375,2.1384976207627915e-05,2171.445862789447,4220.649368746374,173,177,-41,41,-24,16,4,6,11,2,10,2,6
54,Blues,89.89285107359284,0.20083776116371155,68549,0.004360542786986553,20.8828242166655,0.27806637322226857,92.28515625,2.1952902898192406e-05,4745.904296875,2.1952902898192406e-05,2030.6571856229589,4047.451137887906,192,173,-42,49,-27,18,0,6,13,7,15,3,10
55,Blues,59.65409716203596,0.15775607526302338,74977,0.00464402452697503,21.23123582867296,0.28077492002378346,135.99917763157896,3.0891012556821806e-06,4711.2119140625,3.0891012556821806e-06,2032.0018592307463,4001.353762597883,158,165,-33,39,-22,16,7,8,12,1,11,1,8
56,Blues,45.57757537943848,0.1379360556602478,50047,0.002382124906165183,23.36742663710485,0.2576642229501074,161.4990234375,1.5845227608224377e-05,3703.978271484375,1.5845227608224377e-05,1811.7712543400935,3889.0247176805397,121,147,-24,46,-10,20,12,8,13,4,11,4,9
57,Blues,70.67435869181578,0.1760501116514206,59656,0.009857058214733792,21.256644318310055,0.2757068658538653,92.28515625,1.3836080142937135e-05,4094.749267578125,1.3836080142937135e-05,1886.9548087305845,3805.997815762761,155,172,-31,46,-15,10,2,5,15,5,14,4,6
58,Blues,63.42960729899527,0.1618969887495041,69132,0.002782768644277803,22.216845611415206,0.27429645340628905,107.666015625,1.6469319234602153e-05,4068.37255859375,1.6469319234602153e-05,2068.3584755844136,4208.0508628190255,162,164,-35,46,-19,20,8,8,16,4,8,0,6
59,Blues,67.79069227904623,0.1699363738298416,94237,0.006879079645926709,21.913586279259114,0.28272598538046445,107.666015625,2.5002469556056894e-05,5231.9140625,2.5002469556056894e-05,2235.589429058707,4369.275100601798,180,155,-44,41,-23,23,8,11,14,1,14,3,9
60,Blues,85.86400602416782,0.19635893404483795,64558,0.00253155334624969,20.971264395588012,0.2779969151537523,151.99908088235293,4.236367385601625e-05,5477.78662109375,4.236367385601625e-05,1946.3310796193784,3938.9108042705916,182,172,-39,50,-23,16,2,8,11,3,14,2,9
61,Blues,42.3276389592271,0.1417219042778015,110991,0.007589605428401867,22.27825653362569,0.2802534111955652,129.19921875,0.0011566835455596447,395.56219482421875,0.0011566835455596447,2503.94548833885,5067.871830137036,174,180,-77,55,-14,20,11,3,17,4,9,0,7
62,Blues,24.87619274414621,0.10627123713493347,77651,0.0018554623546744532,23.60791043563853,0.26942436411777293,112.34714673913044,3.775815275730565e-05,370.0678405761719,3.775815275730565e-05,2280.2764719785046,4697.144347719693,121,160,-51,54,-5,29,0,0,16,-1,10,0,2
63,Blues,22.484342488201143,0.09625053405761719,102337,0.004054029762780815,23.108857143346718,0.26948081937971374,92.28515625,0.0002677064039744437,150.97817993164062,0.0002677064039744437,2840.060760885935,5680.1109225456785,157,136,-64,63,-15,41,-6,11,10,0,9,2,6
64,Blues,29.30385876606165,0.11743192374706268,97310,0.0032282704690635646,22.134404309874625,0.279859130659278,151.99908088235293,0.0001692822261247784,299.0693054199219,0.0001692822261247784,2553.361182654169,5128.724362402118,184,156,-61,53,-22,48,-4,17,7,4,5,0,2
65,Blues,22.343513343877618,0.10036721080541611,96960,0.002630164486406667,22.777632449306243,0.2684304735794341,107.666015625,0.0004299477150198072,146.24957275390625,0.0004299477150198072,2816.2257386186943,5587.941152479699,162,146,-66,65,-23,39,-9,7,9,0,5,3,4
66,Blues,26.39202275586788,0.11042804270982742,80719,0.001398652965244783,22.523367748152324,0.2796580733532038,161.4990234375,2.0924731870763935e-05,780.6716918945312,2.0924731870763935e-05,2340.802465391952,4936.490979825261,149,151,-50,64,-16,32,0,5,11,1,10,3,4
67,Blues,35.217484735086316,0.1290900558233261,74691,0.002877677979197933,22.471587225481077,0.2728177773201142,161.4990234375,0.0003044184122700244,678.522705078125,0.0003044184122700244,2258.0093136888186,4731.71737918721,165,161,-49,58,-18,38,-2,9,9,-2,7,0,4
68,Blues,23.72750260821548,0.10313033312559128,89531,0.002908477751008741,22.338843319224242,0.2764817104862117,161.4990234375,0.00015106057981029153,407.4879150390625,0.00015106057981029153,2513.313017423198,5216.322698393997,160,144,-54,59,-20,45,-2,15,4,2,5,-1,2
69,Blues,29.740514432031148,0.11648085713386536,82905,0.0016508325219711504,23.301780789441374,0.2691139379402939,123.046875,0.00018026999896392226,-51.510982513427734,0.00018026999896392226,2371.4805438318162,4977.117622534803,142,165,-62,66,-7,30,6,-1,8,2,10,-3,5
70,Blues,25.28451540539188,0.10615187138319016,65162,0.0033629304440639983,22.632169603062216,0.27417750900141646,143.5546875,0.00017069207387976348,252.5129852294922,0.00017069207387976348,2159.3919998358315,4640.155468296839,125,163,-44,65,-11,23,-2,7,15,-4,9,2,0
71,Blues,30.384482266584346,0.12055696547031403,89231,0.0030225457634280397,22.581383067344312,0.27744635459702577,143.5546875,0.00019644915300887078,436.3475646972656,0.00019644915300887078,2428.92876695113,5042.325091085412,177,156,-57,60,-21,45,-2,14,4,4,6,0,2
72,Blues,22.990625856447117,0.10392822325229645,85611,0.003368372064326448,23.47193673347247,0.2612794650185853,103.359375,0.0001245398016180843,331.054931640625,0.0001245398016180843,2595.0823249210694,5634.871211571925,159,135,-60,73,-11,53,-9,17,11,7,5,-4,7
73,Blues,149.2253453174082,0.2597089409828186,66612,0.011482217960874482,22.41277790479976,0.2756122314040258,99.38401442307692,2.3073298507370055e-05,6219.96240234375,2.3073298507370055e-05,2094.7700987944086,4471.062368583237,231,159,-40,56,-20,25,3,12,7,9,8,-1,5
74,Blues,88.18167574750908,0.19695350527763367,80154,0.005553801763178625,22.212568077981015,0.2788486452684477,112.34714673913044,2.1931735318503343e-05,2739.8759765625,2.1931735318503343e-05,2515.4624865561696,5750.506011184019,225,127,-41,76,-19,21,-3,15,3,5,7,5,7
75,Blues,91.76413247373151,0.19217509031295776,71933,0.01456193603259773,21.082115786964707,0.2826340813853784,117.45383522727273,0.0051435912027955055,3991.192626953125,0.0051435912027955055,2224.1107373201203,4733.79908869272,185,143,-40,60,-22,19,-3,13,9,4,10,3,10
76,Blues,107.46053111891175,0.21906395256519318,90459,0.013355563592290271,23.455540817682266,0.2506392216718293,117.45383522727273,0.008836071006953716,6439.80029296875,0.008836071006953716,2645.785682883694,5633.264131833672,232,139,-53,62,-30,26,-8,16,5,1,3,6,12
77,Blues,131.33613363020496,0.24325306713581085,73931,0.008898509486561339,21.400814065453016,0.2792823836486122,99.38401442307692,0.00013486000534612685,3556.902587890625,0.00013486000534612685,2207.2191647229342,4641.329552457946,230,157,-40,69,-26,20,-10,7,6,0,7,1,7
78,Blues,141.84029891712007,0.25814083218574524,82050,0.010187106989456273,20.97184139815126,0.2861104068497357,123.046875,0.0005425218841992319,3724.080322265625,0.0005425218841992319,2333.510453703183,4929.679626323231,255,162,-51,70,-28,23,-7,5,6,1,7,0,9
79,Blues,153.929759744133,0.2709525525569916,82628,0.008736085981783732,21.785214263963894,0.28272322565050023,161.4990234375,1.677863474469632e-05,4296.47900390625,1.677863474469632e-05,2442.8714095935434,5256.99930213167,264,150,-51,69,-31,31,-12,7,7,6,8,1,6
80,Blues,135.6124557592536,0.24237938225269318,62348,0.005030802753181293,22.631847317291868,0.27185484316109076,117.45383522727273,0.00020268264051992446,4104.7021484375,0.00020268264051992446,1827.2085001488215,3725.593867821926,191,172,-26,56,-15,17,1,2,5,-2,9,0,4
81,Blues,137.02286639412176,0.248167484998703,84369,0.0040744078788520245,22.664598279518625,0.2793924272745645,103.359375,1.8427510440233164e-05,3117.232666015625,1.8427510440233164e-05,2116.9176589606955,4181.563191070911,223,179,-39,55,-24,22,-2,-1,1,-1,10,-2,1
82,Blues,136.8017918619628,0.2513018846511841,69655,0.007691654753907522,22.54699313282137,0.2771179462746002,123.046875,0.00012252626765985042,3352.479248046875,0.00012252626765985042,2141.518181873434,4612.984995830917,229,160,-39,70,-20,21,-7,13,9,-2,5,-2,6
83,Blues,136.1738730107853,0.2512369751930237,78181,0.007201999981589584,21.18615153814438,0.26965653223820046,135.99917763157896,0.0003834549861494452,10518.2265625,0.0003834549861494452,2314.9277620661674,5025.071882703742,243,156,-52,63,-20,21,-3,5,13,1,8,0,6
84,Blues,127.4801926873106,0.23520374298095703,75119,0.007430837371153516,21.791904189440213,0.2817315252735588,112.34714673913044,0.00025664607528597116,4583.44140625,0.00025664607528597116,2060.7502905506753,4200.556708599188,214,161,-29,64,-27,20,-5,2,8,2,9,1,4
85,Blues,53.44924544348559,0.1501900851726532,39357,0.008031247391507419,24.039530130059536,0.2547207261318067,143.5546875,6.604777445318177e-05,1871.162109375,6.604777445318177e-05,1311.8487999488902,2600.1717481148494,68,150,8,53,2,15,3,12,17,0,9,9,8
86,Blues,39.39537895124814,0.12497919797897339,32372,0.0033343250368845644,21.17042317474332,0.27095025179665055,123.046875,3.628754348028451e-05,1014.4677734375,3.628754348028451e-05,1245.7300960289763,2472.2798429343097,36,136,16,54,7,15,8,14,14,2,8,8,8
87,Blues,56.552344294804705,0.1581224799156189,33728,0.004792761827203888,22.670342931954927,0.261251732516921,172.265625,4.097633427591063e-05,2746.4853515625,4.097633427591063e-05,1441.899256960002,3040.145215523492,99,147,-10,57,5,18,7,8,22,4,5,5,9
88,Blues,48.38396385222835,0.14203126728534698,21251,0.00973456227295557,20.584279699262094,0.2724623734670892,172.265625,5.9977213823003694e-05,2059.998046875,5.9977213823003694e-05,1006.6456939324204,2037.7021665639502,41,152,19,53,0,12,13,11,16,6,10,5,6
89,Blues,9.253354913806989,0.05293474346399307,16989,0.004849159554915139,20.915785590212284,0.24669581591454026,107.666015625,6.240803486434743e-05,499.5821228027344,6.240803486434743e-05,798.4511724715968,1305.556606637906,-103,114,54,40,20,15,16,17,11,4,6,5,5
90,Blues,39.949632864664245,0.1318880319595337,38539,0.005994487291105134,22.56019621466103,0.26043817712180567,143.5546875,5.655212953570299e-05,1696.9873046875,5.655212953570299e-05,1612.514944961082,3424.195638776102,85,137,-17,61,0,16,12,13,19,11,5,3,13
91,Blues,22.836653832232486,0.09936778992414474,23886,0.0065664219456507715,20.94620723590639,0.25734525262752034,123.046875,5.7129287597490475e-05,1195.3499755859375,5.7129287597490475e-05,991.3935127311217,1899.118601363109,-8,155,27,54,6,16,12,4,8,5,8,5,6
92,Blues,11.258506555955172,0.06310217827558517,21386,0.0013527742219024887,20.95603208684741,0.2416011114453059,83.35433467741936,7.917861512396485e-05,593.0364990234375,7.917861512396485e-05,918.5851689491238,1497.4236083417923,-73,112,34,42,16,14,15,16,16,7,12,13,9
93,Blues,12.566847384419333,0.06583651900291443,14368,0.0011336063350162037,21.41629803971666,0.23038303538686064,143.5546875,4.936599361826666e-05,538.247314453125,4.936599361826666e-05,570.0403547660414,864.7338017510151,-119,125,73,51,27,15,13,9,9,10,9,6,4
94,Blues,51.62712812827903,0.1412285566329956,33722,0.005320588358258794,22.89313195745781,0.2521628820210011,103.359375,4.412047201185487e-05,3966.538818359375,4.412047201185487e-05,1239.1955798268343,2465.768255601073,48,133,14,44,6,18,10,12,17,3,9,9,7
95,Blues,75.93529633461704,0.18704655766487122,37878,0.008530607804399171,22.872266571931597,0.2680145825841834,135.99917763157896,4.4191605411469936e-05,2782.245361328125,4.4191605411469936e-05,1388.635156780229,2728.113614323521,113,157,-8,68,2,11,12,13,17,8,3,-5,4
96,Blues,7.160356792818519,0.051401980221271515,32033,0.0006840976081502103,23.636390051233693,0.23041014798638687,123.046875,7.286194886546582e-05,104.76803588867188,7.286194886546582e-05,1132.135957542069,1920.8683022766822,-62,142,18,55,14,27,19,3,10,4,3,5,4
97,Blues,86.48130042824485,0.19831861555576324,29554,0.010398571117256308,21.97227551092939,0.26165221993445154,117.45383522727273,0.00013839897292200476,4356.91845703125,0.00013839897292200476,1236.2307723409083,2582.2523926914155,86,164,6,51,-6,15,11,17,15,0,11,7,8
98,Blues,35.64397055857816,0.1255054920911789,85101,0.0030193326462137717,20.805798192056656,0.27845030654666586,123.046875,0.00038035816396586597,878.1909790039062,0.00038035816396586597,2310.498240496839,4799.389591792344,169,161,-53,57,-22,33,0,8,5,-1,7,1,8
99,Blues,33.497997538120394,0.10494853556156158,49532,0.0011016046965136774,20.400397411391893,0.26681970674821287,92.28515625,0.00037545704981312156,192.40773010253906,0.00037545704981312156,1538.394496500457,3079.264700551044,61,168,-7,36,3,24,11,-3,5,-1,3,1,2
100,Classical,3.138119614875978,0.03623589128255844,65062,0.0003029164112242195,23.383998947052593,0.26326470887828096,95.703125,8.419418008998036e-05,21.026063919067383,8.419418008998036e-05,1505.1664239695376,2601.5956374166185,-34,179,0,49,-2,9,6,-1,2,-9,3,-1,0
