,Genre,Energy,RMSE,ZCR,CQT,Spectral_Contrast,Chromagram,Tempo,STFT,Autocorrelation,STFT,Spectral_Centroid,Rolloff,MFCCS0,MFCCS1,MFCCS2,MFCCS3,MFCCS4,MFCCS5,MFCCS6,MFCCS7,MFCCS8,MFCCS9,MFCCS10,MFCCS11,MFCCS12
10,Blues,492.74283272678866,0.010283461771905422,41735,0.2434095853060671,67.80984525580293,0.019701243199571446,161.4990234375,5.660314559936523,13285093.0,5.660314559936523,205666.8386950411,1415041.5904812096,8144,1083,1028,495,289,160,150,82,108,65,55,57,93
11,Blues,26.21254648169287,0.0027305488474667072,29035,0.2459896456962765,53.835503111596694,0.034332612372622105,161.4990234375,1.3088181018829346,2767881.0,1.3088181018829346,512135.08985637483,2813226.9623377873,5931,996,302,344,441,235,149,189,148,114,93,84,65
12,Blues,115.46288486501037,0.0049439687281847,45791,0.23303207949009985,45.42735386986893,0.018821463334030338,92.28515625,3.4952139854431152,15271519.0,3.4952139854431152,257065.39001023042,985892.6098850638,4575,666,934,331,313,101,108,111,96,95,139,92,86
13,Blues,149.97014081873053,0.005110457539558411,34037,0.2634055528231359,50.7546197036754,0.01784901599133223,107.666015625,3.2815282344818115,21089806.0,3.2815282344818115,171474.99311974098,1024708.7842360506,1969,541,662,148,102,146,69,76,96,95,90,59,52
14,Blues,43.546684616170964,0.0030141433235257864,29867,0.07554958313077968,42.540416159361776,0.018979684814119362,151.99908088235293,1.4124201536178589,598349.5625,1.4124201536178589,147278.54589291426,870239.2097732759,8194,683,1462,224,250,154,157,167,97,76,89,62,64
15,Blues,66.26052219312103,0.003260886762291193,42246,0.08669824505960672,44.73368099704934,0.01748359220168956,99.38401442307692,1.7976468801498413,1024839.375,1.7976468801498413,199958.97848447433,668409.7455457682,4378,728,978,383,298,117,119,143,89,76,81,60,60
16,Blues,45.230316594051914,0.003073048545047641,40653,0.09278971710754862,50.08232963386575,0.01021528955495155,103.359375,1.7936400175094604,795541.1875,1.7936400175094604,152317.1235316949,911571.3900348058,4963,562,1207,396,285,156,100,111,101,102,108,66,65
17,Blues,48.45905904096174,0.002762275282293558,32025,0.17050307224734199,40.356286789678,0.013173363005763748,161.4990234375,2.1183087825775146,3054422.0,2.1183087825775146,231640.77780551524,1110817.315555705,5194,800,796,360,235,99,118,93,129,105,96,71,72
18,Blues,70.97015750314252,0.003267368534579873,37192,0.11061546379083965,55.038952985772625,0.022214112991899283,83.35433467741936,1.8044174909591675,2239466.75,1.8044174909591675,193102.06004686924,1654679.286044424,2874,603,662,163,93,117,73,100,125,123,52,64,48
19,Blues,62.78926409686964,0.0033290188293904066,39001,0.1288163101005792,42.42430913417486,0.015096992024665403,123.046875,2.3375370502471924,2187199.25,2.3375370502471924,249522.941160882,1228681.008703866,5578,536,1166,312,467,91,97,159,77,104,134,80,77
20,Blues,55.191717766943725,0.0029690577648580074,34903,0.09958079484939529,51.655517955545676,0.011370479783789052,135.99917763157896,1.5845075845718384,1111720.25,1.5845075845718384,102976.48428493706,838585.1085528948,2988,397,601,175,117,100,79,69,60,72,71,74,62
21,Blues,75.99100355777277,0.003753476310521364,31738,0.2399872769756357,41.76881970040271,0.023597748050970136,99.38401442307692,2.6014342308044434,3033406.75,2.6014342308044434,291480.27835359226,1372509.5730822864,6342,1001,1285,371,248,130,119,104,95,85,79,72,70
22,Blues,114.7414793040823,0.00437658978626132,38786,0.2364897707862805,46.0955560867184,0.02029505452766917,99.38401442307692,3.2414114475250244,2587149.25,3.2414114475250244,314209.292176462,1358679.1490469836,6508,959,1163,384,304,166,105,127,151,82,114,77,66
23,Blues,81.8541769363205,0.004134067799896002,34748,0.1572793279983016,37.50727084472982,0.022047653583483064,95.703125,2.683337926864624,2682031.25,2.683337926864624,131778.37255623398,609046.313172288,4149,507,1245,211,153,95,100,87,97,98,104,87,116
24,Blues,48.05616509749185,0.003016949398443103,31355,0.13129802440140806,35.79419251731761,0.034025683478718864,103.359375,1.9386930465698242,2076647.5,1.9386930465698242,176458.38354515238,1204760.3273858777,5918,500,1343,311,230,155,121,150,94,68,76,73,126
25,Blues,95.73467747224389,0.0035296413116157055,34247,0.1581805553893594,39.68789029394015,0.01852607039686658,92.28515625,2.140784502029419,1749550.5,2.140784502029419,138699.68824639297,864997.918602076,3980,338,1579,298,183,173,96,98,75,91,101,85,86
26,Blues,313.01061206493824,0.0063440133817493916,34416,0.13865181315326577,38.651324458516925,0.030321760978705915,83.35433467741936,2.2858848571777344,5350111.5,2.2858848571777344,161879.86399984252,1032989.7083989964,6201,676,1447,294,210,181,121,103,93,106,84,97,68
27,Blues,37.11032125705135,0.0025525710079818964,48044,0.15262863345854447,34.462037197395404,0.030495768470383662,95.703125,2.1736483573913574,1757259.5,2.1736483573913574,200234.03074303086,553314.1918868156,2816,688,927,397,181,153,100,88,61,86,107,58,67
28,Blues,124.70767842108656,0.004791079089045525,31841,0.1551897705361284,38.375129762843606,0.027386500583731026,103.359375,2.69242262840271,3018538.5,2.69242262840271,105720.79788882243,645656.4825167988,4966,398,1162,330,158,133,124,118,69,68,79,66,95
29,Blues,152.3587873890488,0.005832360126078129,35070,0.35183937027273793,78.97093320262533,0.03165663074210682,129.19921875,3.896514654159546,10979847.0,3.896514654159546,712342.5937978833,4176489.1141128675,3684,885,375,219,227,135,338,113,98,122,167,81,80
30,Blues,187.353334327303,0.004397536627948284,26097,0.6477264637484019,74.26683140603434,0.03170612573237443,143.5546875,6.149921894073486,45580616.0,6.149921894073486,550980.4017765276,4518950.107883975,2028,763,281,261,195,160,212,137,200,103,73,60,72
31,Blues,130.4481791791334,0.003943800460547209,28469,0.4602998436760401,68.44281788234436,0.03741734646466774,151.99908088235293,5.006533145904541,21063480.0,5.006533145904541,352281.5432760046,3675413.137420096,2512,586,190,180,221,100,318,114,109,102,129,107,146
32,Blues,79.53723514569518,0.004334782250225544,26114,0.30980383461310523,66.9875568672381,0.038630839740549455,123.046875,2.7181053161621094,5972970.0,2.7181053161621094,756062.6123472498,4485248.756527413,5322,830,434,342,380,163,228,125,196,132,126,82,102
33,Blues,74.19147759508388,0.0028579258359968662,27801,0.39749315766779003,73.37121830025518,0.03831661114650873,151.99908088235293,3.8251025676727295,10529050.0,3.8251025676727295,700841.7801608074,5553158.32552882,3222,822,278,303,237,140,286,139,117,179,127,87,90
34,Blues,97.75917947705008,0.0041078538633883,30283,0.3870015800188451,74.53599973724447,0.031197196102170033,129.19921875,4.146490097045898,11128053.0,4.146490097045898,341078.3332462413,3709648.542224328,3600,534,358,219,215,117,223,126,112,177,115,70,104
35,Blues,174.66883796992718,0.0046771736815571785,30113,0.6119169269201062,71.76866178789342,0.025387728827393836,129.19921875,6.384222507476807,28439416.0,6.384222507476807,414007.0986589313,4173451.070446218,1943,693,269,146,175,119,145,100,139,116,68,81,86
36,Blues,298.5856977680188,0.006307498086243868,24466,0.733010701505249,70.80750770328395,0.036728238915959374,151.99908088235293,8.338238716125488,59545328.0,8.338238716125488,263810.9714863829,2966215.590750727,2875,485,200,291,180,100,309,94,97,110,124,98,78
37,Blues,35.37380365453803,0.002753359265625477,31918,0.1434951332323847,57.959345680456416,0.034456021928322984,123.046875,1.3473719358444214,2497827.0,1.3473719358444214,369484.37238131324,2900136.3397498294,7468,633,704,170,253,248,209,155,158,83,110,111,127
38,Blues,187.39315160833112,0.0050688073970377445,29381,0.6113028179049341,69.07691346548724,0.03139246606974663,129.19921875,6.149677276611328,38592436.0,6.149677276611328,551966.136624138,4231587.389779561,3217,760,298,250,190,170,120,142,190,97,85,73,81
39,Blues,61.6252591515017,0.0029309021774679422,23388,0.19698369989122447,64.56032457514806,0.040599023866100016,117.45383522727273,1.9113514423370361,2595533.5,1.9113514423370361,514842.39001679013,3817694.242056546,5067,593,301,242,284,138,281,121,113,113,106,89,78
40,Blues,39.88340379483179,0.0016490216366946697,64767,0.45251113369557255,84.10541777316999,0.00866862723135028,117.45383522727273,3.663933038711548,5580265.5,3.663933038711548,202304.92918724613,577937.4186870947,1286,230,227,114,113,66,86,50,47,93,41,49,47
41,Blues,35.1394031078112,0.0014591830549761653,67745,0.42104204313722526,87.32678221925865,0.017036233031969716,129.19921875,3.3834118843078613,4414094.0,3.3834118843078613,306621.42710083653,948336.0545088954,1416,379,324,129,107,70,89,85,54,124,68,52,56
42,Blues,21.08852905022093,0.0008908042800612748,64835,0.3649388527584171,74.16522566350002,0.030270610436585656,89.10290948275862,2.471991539001465,3924543.75,2.471991539001465,205198.41002502615,557345.1819739175,2441,240,515,111,118,40,58,45,68,66,72,40,79
43,Blues,43.93828022612761,0.001880646450445056,57796,0.3947567897416781,88.7237376973554,0.014296973219105096,129.19921875,3.3892946243286133,3630835.75,3.3892946243286133,188051.86412867944,931133.5843343268,2209,230,385,82,89,92,90,40,59,113,41,62,43
44,Blues,28.833781380339726,0.0011527922470122576,61292,0.526064586610416,88.59757436616425,0.013940727884576603,135.99917763157896,3.676196813583374,7193694.0,3.676196813583374,170895.9041302103,566280.0302802154,826,227,279,82,55,38,51,54,77,85,69,95,91
45,Blues,66.90167085298087,0.002054870594292879,31862,0.6585230651943029,67.03560777587315,0.009913438389831027,129.19921875,4.355498313903809,22174502.0,4.355498313903809,144924.34715422592,814174.4340501982,667,207,134,43,32,38,43,31,38,35,38,37,50
46,Blues,30.682124671484686,0.0015682065859436989,38728,0.34593523308225416,70.51049140797693,0.02238145633501306,123.046875,2.215047836303711,3125642.5,2.215047836303711,331561.4884446087,1276344.7898799693,2273,450,267,173,117,65,147,72,59,58,44,42,49
47,Blues,16.587733712373478,0.0008014500490389764,49903,0.28220068309943525,75.05439452682779,0.02835450997203175,151.99908088235293,2.5250189304351807,2907193.0,2.5250189304351807,162717.6851023251,577238.8019343502,1105,195,172,97,96,39,51,66,55,64,40,35,42
48,Blues,25.74421900679515,0.001356392283923924,65464,0.32082410826709534,81.45490490259787,0.01605133113075465,123.046875,3.1383657455444336,2611883.0,3.1383657455444336,166440.62383990356,821331.6621036228,1518,267,370,124,129,59,118,94,62,79,62,68,50
49,Blues,6.232320943045531,0.000627768284175545,26475,0.18216620150111443,50.67864751393972,0.030253373335529275,123.046875,1.596972107887268,1610049.5,1.596972107887268,412214.09124660614,3060404.731919267,3166,668,354,205,197,83,74,76,102,80,69,60,66
50,Blues,278.2864466380198,0.005983463954180479,56859,1.1525931480761205,83.50266947815808,0.009237273283134634,135.99917763157896,7.322775840759277,22334264.0,7.322775840759277,147556.66201620246,809184.6553437025,2505,316,340,204,138,73,102,52,61,59,43,50,45
51,Blues,150.7045830841283,0.0030054962262511253,70627,1.0858945543708887,82.80246584191694,0.008595419828079695,99.38401442307692,7.845388889312744,24197922.0,7.845388889312744,137042.5444211947,695088.546851504,1011,317,206,69,94,115,98,78,68,73,72,99,55
52,Blues,104.05494229321269,0.003656216897070408,44528,0.4331686110540072,49.567163722803876,0.030315394330658166,151.99908088235293,2.481111764907837,4072495.25,2.481111764907837,448667.8080381744,2095280.3772299243,7865,671,815,174,314,251,197,112,101,65,62,59,54
53,Blues,211.276581379549,0.005412941798567772,88030,0.7680915215094282,80.15683695600971,0.010629310656009798,103.359375,6.255160808563232,10757001.0,6.255160808563232,169962.40358733002,742554.2933501645,2905,433,389,407,205,121,164,149,57,78,68,64,54
54,Blues,283.28118907132983,0.005431525409221649,68549,1.158371180933722,89.21563522402192,0.008724340192876351,92.28515625,8.52802562713623,25079410.0,8.52802562713623,220828.04030263607,846523.8947458434,1748,452,304,150,180,87,150,60,58,63,61,63,42
55,Blues,242.4430023832771,0.006267520133405924,74977,0.9273510419412125,78.31613474459408,0.008333621759184848,135.99917763157896,5.6812615394592285,16248920.0,5.6812615394592285,190960.74860891033,770748.9864437286,3339,339,349,284,154,125,108,104,51,105,57,67,58
56,Blues,186.3881685802488,0.004320378415286541,50047,0.7589024206143099,69.05279296584992,0.026775955414320006,161.4990234375,4.353082656860352,14031488.0,4.353082656860352,347388.64709946775,1537098.0279334667,4654,532,355,279,261,191,190,107,80,82,48,104,49
57,Blues,217.42078124219506,0.00540144182741642,59656,1.0018321241650023,80.90787910154894,0.013084907676431548,92.28515625,6.728245735168457,18773928.0,6.728245735168457,253390.95105191096,1245239.2134107954,3131,522,408,331,301,152,149,109,72,103,79,70,56
58,Blues,278.8170188946697,0.006422344595193863,69132,0.8051670920266586,76.0357413331532,0.013087507914698314,107.666015625,6.050909996032715,12538369.0,6.050909996032715,283251.2932884643,1128762.2181277552,3216,612,376,117,153,168,118,103,90,86,73,62,66
59,Blues,367.9566129587285,0.006818805355578661,94237,1.0513719093735734,84.88862139062721,0.007850135970805423,107.666015625,6.492986679077148,20771912.0,6.492986679077148,239275.29217694816,724017.5527925027,2571,321,238,143,228,164,125,70,59,73,41,55,58
60,Blues,278.7108171245466,0.005580233875662088,64558,1.2344545119292056,85.9723402948217,0.008737576066452988,151.99908088235293,8.217950820922852,28221410.0,8.217950820922852,125020.83458143938,638540.8998840672,1612,307,222,228,175,114,109,92,55,73,38,50,40
61,Blues,28.184359024847684,0.0012791963526979089,110991,0.36316786757273717,92.30265602008168,0.0099564581556682,129.19921875,3.976989984512329,4686110.0,3.976989984512329,162875.18880340474,398841.97224681155,1043,207,166,55,67,42,50,54,48,56,54,50,64
62,Blues,15.868672467326485,0.001309715211391449,77651,0.177704375460534,68.06105261581352,0.0195882637198871,112.34714673913044,2.3274152278900146,1386318.125,2.3274152278900146,422391.3525121993,811405.0442900643,1828,712,419,186,268,146,248,92,107,77,74,108,79
63,Blues,23.645888141396277,0.0021550594829022884,102337,0.11267193539591465,82.67887842083441,0.019422436597292387,92.28515625,2.104482889175415,628763.75,2.104482889175415,289344.43863293936,477555.43268636696,2038,425,594,142,107,78,188,52,121,52,57,68,66
64,Blues,12.492017895036591,0.0008992724469862878,97310,0.16483030975154137,78.38536315032435,0.008697937316334899,151.99908088235293,2.7537121772766113,1952515.0,2.7537121772766113,107855.6408726186,274971.41733617283,886,171,190,130,78,41,51,53,45,45,42,36,37
65,Blues,12.003661137765183,0.0011445853160694242,96960,0.09197015358867287,78.45276852195363,0.01743104866770532,107.666015625,2.0934977531433105,737122.8125,2.0934977531433105,347701.39243847027,622829.0611988318,1184,606,342,126,128,83,157,55,74,68,62,66,46
66,Blues,14.765600504598412,0.0011277823941782117,80719,0.23299889925758832,82.00984390226043,0.01244193227851679,161.4990234375,2.4758191108703613,1641962.25,2.4758191108703613,347328.66215118277,754936.49720484,1589,504,291,154,162,79,186,65,74,51,70,82,74
67,Blues,16.282592167978624,0.0009488409268669784,74691,0.23563757925703074,74.12473426109193,0.01326748995381705,161.4990234375,3.295062303543091,2314329.75,3.295062303543091,219325.7062696625,694671.8338817582,933,365,346,175,140,85,241,62,79,56,105,73,59
68,Blues,16.726326188873927,0.001511501264758408,89531,0.15616956809372207,76.24503365244598,0.010825078854714554,161.4990234375,2.2291622161865234,1362630.875,2.2291622161865234,176013.4090607266,465188.1372308318,1588,316,227,139,122,68,67,58,50,54,68,61,32
69,Blues,19.85203393660486,0.0013589239679276943,82905,0.13553967656349783,81.3475099075856,0.01936471714910008,123.046875,2.7819573879241943,1513672.625,2.7819573879241943,236638.69215452237,492777.38066584436,1179,435,272,131,200,104,132,101,69,74,43,64,87
70,Blues,19.10094997281423,0.001634100335650146,65162,0.1444746072355256,74.61598452445861,0.014761512502110432,143.5546875,2.369168758392334,944436.5625,2.369168758392334,328873.5633550806,1101400.879141347,1942,800,316,143,155,88,223,94,91,72,98,69,71
71,Blues,9.985088631555147,0.0006982194609008729,89231,0.20381909396545547,78.58280428211972,0.010908547638155366,143.5546875,2.845393180847168,2219420.75,2.845393180847168,97719.36863216064,230403.91352476727,695,192,133,99,64,41,46,46,52,51,60,35,34
72,Blues,7.071293449155241,0.0006322406115941703,85611,0.1681468332455401,76.14974732988094,0.022762832163663635,103.359375,2.152783155441284,1887984.125,2.152783155441284,292658.2328775546,553086.1906448322,757,306,247,87,78,60,46,57,44,45,41,43,41
73,Blues,562.9714028649082,0.00811704620718956,66612,1.520681239144118,86.23237169878645,0.013878189610123479,99.38401442307692,14.100037574768066,53632648.0,14.100037574768066,108565.65995993812,494082.5877968201,1117,204,185,173,121,94,90,65,56,52,53,39,52
74,Blues,301.99434315013707,0.006348852068185806,80154,0.8711507712765435,101.7972534696658,0.012182051226801478,112.34714673913044,8.296836853027344,18348808.0,8.296836853027344,272557.59910606063,1021057.2406970344,2862,358,288,165,140,108,91,64,85,65,65,70,58
75,Blues,673.9951498671288,0.012062733992934227,71933,1.1079936987586754,94.69429212979003,0.008896037866907966,117.45383522727273,8.708248138427734,26141604.0,8.708248138427734,464219.19956823386,1857031.2242916052,6869,781,505,238,214,129,94,49,74,75,83,61,92
76,Blues,325.7142871488233,0.006501330528408289,90459,1.301043026742338,93.02157614126722,0.02828898086764208,117.45383522727273,10.16179084777832,52128108.0,10.16179084777832,186148.26445559406,575518.7967616685,1343,221,219,112,127,102,138,80,66,65,83,51,59
77,Blues,558.2177309214396,0.008891482837498188,73931,1.2009152322310028,96.87873330171068,0.011019815015464054,99.38401442307692,12.308329582214355,38463916.0,12.308329582214355,184258.29948193865,1091299.2938438405,1958,307,307,109,133,96,98,69,84,53,58,37,46
78,Blues,487.70434433057204,0.007158004213124514,82050,1.1959937389689625,109.45294522485847,0.00381047437882076,123.046875,13.303939819335938,47701780.0,13.303939819335938,89815.18763135416,482312.2698057164,733,164,142,99,105,48,66,42,40,33,44,41,39
79,Blues,333.9299223271945,0.004522628150880337,82628,1.545224178156824,108.65576739960848,0.009189333557012208,161.4990234375,14.418476104736328,77480808.0,14.418476104736328,130742.02501358306,415997.04750170326,1022,171,149,65,70,42,72,48,58,41,30,28,41
80,Blues,706.884466583839,0.010886684991419315,62348,1.1660857502225224,80.90941885507617,0.016738565002299227,117.45383522727273,12.702157020568848,48394904.0,12.702157020568848,155323.69936533205,767758.4350448258,2271,397,247,185,157,112,208,94,125,77,76,55,72
81,Blues,431.80810708171464,0.007629155647009611,84369,1.0309375643805494,94.78118795832516,0.01104465108970094,103.359375,12.859109878540039,36330564.0,12.859109878540039,95000.31886010656,444095.98143539776,4598,437,200,239,73,55,81,70,60,59,41,68,43
82,Blues,398.04726455460616,0.005974603816866875,69655,1.0534169890787195,88.30291768471386,0.012102472131765662,123.046875,12.865318298339844,34374676.0,12.865318298339844,127242.45725337148,970763.8597850663,1405,254,268,154,204,97,100,62,83,89,61,64,65
83,Blues,815.3689877114407,0.008072294294834137,78181,2.1208081171379534,106.9319691433117,0.020466868127255004,135.99917763157896,12.935952186584473,104652704.0,12.935952186584473,143909.6292984804,445314.94705232227,967,152,181,58,50,58,55,33,57,43,39,41,56
84,Blues,541.3199965213881,0.010346055962145329,75119,1.264540463895324,94.20304298093238,0.010849023886643024,112.34714673913044,12.06673526763916,36852516.0,12.06673526763916,229497.29801656655,1228917.4700754653,3891,434,178,86,143,60,73,60,47,40,51,44,53
85,Blues,151.44548087408643,0.004340372513979673,39357,0.6201112418873996,55.411822043635944,0.02828680753585693,143.5546875,5.010268688201904,11407888.0,5.010268688201904,407626.40440970106,2059846.9036395447,4545,1279,585,261,191,301,202,109,143,98,116,108,85
86,Blues,130.7455425770056,0.004698766395449638,32372,0.5099197966860085,54.89890770724493,0.022505642959659917,123.046875,3.707108974456787,10139457.0,3.707108974456787,713244.1084696207,3530473.890372089,7250,1555,731,257,310,185,180,102,140,75,95,75,76
87,Blues,145.98827168695362,0.0036886718589812517,33728,0.7628862630985314,61.76799200635163,0.027008058622832554,172.265625,5.298331260681152,17007068.0,5.298331260681152,387368.796608491,2200118.1371635124,3078,802,492,355,262,157,243,130,161,108,107,111,74
88,Blues,152.7325159063492,0.004589721094816923,21251,0.6886073197212808,49.45026149928281,0.018519091987720275,172.265625,4.532304286956787,19513522.0,4.532304286956787,136257.81483810197,1004437.8830980399,3234,567,205,127,181,96,119,52,79,90,74,68,63
89,Blues,25.783908058970578,0.0019938424229621887,16989,0.14904136308745802,30.407391440824604,0.03431688486496847,107.666015625,0.8818590044975281,1994388.875,0.8818590044975281,198437.38643734503,989210.4479878785,5335,1054,919,312,230,274,163,80,104,72,108,68,58
90,Blues,79.77735231741913,0.0028222166001796722,38539,0.5545036038131796,68.20709234490742,0.025884611408736442,143.5546875,3.7500834465026855,10657053.0,3.7500834465026855,781760.5775332532,3620955.363511725,4503,1387,682,321,330,181,182,112,150,107,109,134,85
91,Blues,26.92715713786902,0.001648144330829382,23886,0.35448894761191124,50.99891895266952,0.026920930765982905,123.046875,2.149115562438965,4196002.5,2.149115562438965,415916.7029748897,2278072.3734957273,7768,1108,609,116,332,90,80,104,90,82,85,57,57
92,Blues,20.891323025799068,0.0017594096716493368,21386,0.1709729853740109,36.225810657080096,0.03221731455068717,83.35433467741936,1.0621790885925293,1689771.0,1.0621790885925293,522858.8361791976,2289370.115424789,7286,966,1191,303,228,160,186,148,184,95,90,82,91
93,Blues,23.571705391639846,0.0019415097776800394,14368,0.1935673379903721,28.888023640858997,0.036499961159537006,143.5546875,1.1771860122680664,1602195.375,1.1771860122680664,104725.95459119702,489521.4573216061,2657,622,316,213,188,68,40,36,40,36,46,42,35
94,Blues,319.7471120606794,0.00662184227257967,33722,0.9148204183328567,51.91458408354311,0.0334207996703736,103.359375,4.852349281311035,32289078.0,4.852349281311035,526798.5558314609,2812153.824821511,6804,1107,763,226,230,258,136,76,74,60,94,59,74
95,Blues,150.39923143568132,0.003351639723405242,37878,0.9409447660172455,68.45212826120203,0.021461909818056103,135.99917763157896,7.125191688537598,25908518.0,7.125191688537598,509489.4182027593,2166144.2385323667,2304,958,535,172,253,145,109,126,104,100,71,147,63
96,Blues,4.767938220885046,0.0009205630631186068,32033,0.07173519660245449,35.255527464455376,0.03562161959448297,123.046875,0.6692976355552673,185822.375,0.6692976355552673,319127.4656714471,1712090.0638409557,5277,679,529,489,264,214,174,115,134,86,139,147,85
97,Blues,212.09899122796548,0.004466176964342594,29554,1.2136146231747436,58.21122696140658,0.02411354907297206,117.45383522727273,8.055259704589844,51071236.0,8.055259704589844,422824.3337767364,2487688.468052381,4150,1371,246,159,220,163,149,76,92,157,66,103,69
98,Blues,49.27627232041,0.0025639140512794256,85101,0.3110710088331754,85.21001074335355,0.009738065568500421,123.046875,3.3487281799316406,2787324.75,3.3487281799316406,191255.53713106856,620973.317179212,2589,298,451,120,110,61,113,77,50,50,68,59,61
99,Blues,110.0847853888709,0.005684370175004005,49532,0.1459031809215195,47.76995102055085,0.01870251545840379,92.28515625,3.131848096847534,1850689.125,3.131848096847534,225342.39172878658,1065425.8467335885,9694,546,1625,239,246,107,110,126,70,76,76,79,62
100,Classical,0.6232296486814974,0.000254172133281827,65062,0.01607242600143233,41.25354717830395,0.021770053645455582,95.703125,0.29427820444107056,23624.0546875,0.29427820444107056,44457.89174119359,286307.106984705,1792,189,231,169,71,74,114,65,75,177,106,80,154
101,Classical,0.27195901574256437,0.00017871666932478547,58165,0.009126379545262502,36.27119779268116,0.03155677858617392,117.45383522727273,0.21064171195030212,25299.087890625,0.21064171195030212,61611.212847865165,325689.0396072247,984,333,187,151,130,139,123,82,76,82,98,117,192
102,Classical,0.6573103242401843,0.00024178624153137207,59645,0.026469950482249902,42.25547675920526,0.0224456497426882,99.38401442307692,0.40552982687950134,44741.1875,0.40552982687950134,38993.337531137666,263913.1764790966,857,197,151,136,51,81,79,59,50,77,60,67,99
103,Classical,0.8679584787700471,0.00036988986539654434,72237,0.013074451767418163,35.12951963710114,0.03554548375274936,135.99917763157896,0.23454126715660095,25017.95703125,0.23454126715660095,91344.30988841469,543720.5975182861,3202,309,462,127,131,116,72,100,93,73,125,173,151
104,Classical,0.7336273419144527,0.0002493823994882405,74789,0.012995583356318043,48.07127602741879,0.02327542573003071,107.666015625,0.3837340772151947,35520.57421875,0.3837340772151947,68132.45345932996,338191.314816636,559,220,142,64,75,58,56,109,96,96,184,161,104
105,Classical,1.5710447905104714,0.0006315576611086726,49805,0.035505925391603,37.54129110665683,0.023031010695505096,143.5546875,0.4706781208515167,59209.69921875,0.4706781208515167,74049.94303684696,336348.0728129081,7376,321,147,178,95,108,74,81,63,93,55,85,72
106,Classical,0.8820479987296096,0.00036291006836108863,48265,0.02101728188550641,33.858242485710065,0.02984872439871693,103.359375,0.27878591418266296,27898.564453125,0.27878591418266296,70402.01221225134,336874.45503860345,4000,307,160,86,117,69,85,85,57,76,105,82,94
107,Classical,2.653308331050092,0.0008124823798425496,48480,0.03814117620938929,35.69830440243838,0.031365506828681965,107.666015625,0.46980851888656616,83330.4375,0.46980851888656616,130160.35033242806,634824.0050054997,7859,531,524,143,154,71,105,155,87,104,82,92,69
108,Classical,0.9902626009943982,0.0004841361369471997,52235,0.024148612269953476,32.97884669245439,0.028881360144301836,135.99917763157896,0.3098895251750946,26383.4765625,0.3098895251750946,80406.83360567689,325294.52407728625,4866,252,202,86,112,77,84,61,93,97,119,122,164
