,Genre,Energy,RMSE,ZCR,CQT,Spectral_Contrast,Chromagram,Tempo,STFT,Autocorrelation,STFT,Spectral_Centroid,Rolloff,MFCCS0,MFCCS1,MFCCS2,MFCCS3,MFCCS4,MFCCS5,MFCCS6,MFCCS7,MFCCS8,MFCCS9,MFCCS10,MFCCS11,MFCCS12
26,Blues,4740.985767784192,0.005951335188001394,34416,0.13972632914649344,38.651324458516925,0.026649652540662715,83.35433467741936,9.16053581237793,8562235.0,9.16053581237793,161879.86399984252,1032989.7083989964,6201,676,1447,294,210,181,121,103,93,106,84,97,68
27,Blues,495.552046585533,0.0021842680871486664,48044,0.15228546036254512,34.462037197395404,0.025764453696799174,95.703125,8.723153114318848,3895881.75,8.723153114318848,200234.03074303086,553314.1918868156,2816,688,927,397,181,153,100,88,61,86,107,58,67
28,Blues,1692.466266445292,0.0041822814382612705,31841,0.1549436938301856,38.375129762843606,0.02122214539539259,103.359375,10.812248229980469,7275998.5,10.812248229980469,105720.79788882243,645656.4825167988,4966,398,1162,330,158,133,124,118,69,68,79,66,95
29,Blues,1946.5717061208334,0.004797346889972687,35070,0.35097492473251923,78.97093320262533,0.02131045118338884,129.19921875,15.583573341369629,30360588.0,15.583573341369629,712342.5937978833,4176489.1141128675,3684,885,375,219,227,135,338,113,98,122,167,81,80
30,Blues,1922.62731858977,0.0031712439376860857,26097,0.6479680870620359,74.26683140603434,0.02315227053561002,143.5546875,24.635719299316406,105273560.0,24.635719299316406,550980.4017765276,4518950.107883975,2028,763,281,261,195,160,212,137,200,103,73,60,72
31,Blues,1709.3773479989943,0.003188919974491,28469,0.4597121274815976,68.44281788234436,0.031250874076471265,151.99908088235293,20.063190460205078,57195852.0,20.063190460205078,352281.5432760046,3675413.137420096,2512,586,190,180,221,100,318,114,109,102,129,107,146
32,Blues,1105.123839819881,0.003946559503674507,26114,0.31003110330931843,66.9875568672381,0.02978247166815964,123.046875,10.927823066711426,18906278.0,10.927823066711426,756062.6123472498,4485248.756527413,5322,830,434,342,380,163,228,125,196,132,126,82,102
33,Blues,823.538156029735,0.0022649045567959547,27801,0.397703275052131,73.37121830025518,0.03077197619729573,151.99908088235293,15.336875915527344,37707280.0,15.336875915527344,700841.7801608074,5553158.32552882,3222,822,278,303,237,140,286,139,117,179,127,87,90
34,Blues,1146.03957059554,0.0032399757765233517,30283,0.386205216243854,74.53599973724447,0.020911659605553842,129.19921875,16.631816864013672,33020094.0,16.631816864013672,341078.3332462413,3709648.542224328,3600,534,358,219,215,117,223,126,112,177,115,70,104
35,Blues,1788.4806564336475,0.00334595306776464,30113,0.6096990645347552,71.76866178789342,0.01588992600471769,129.19921875,25.554027557373047,94951504.0,25.554027557373047,414007.0986589313,4173451.070446218,1943,693,269,146,175,119,145,100,139,116,68,81,86
36,Blues,3431.760016026994,0.0047055575996637344,24466,0.7309816365241028,70.80750770328395,0.029811998471870722,151.99908088235293,33.51564407348633,155925952.0,33.51564407348633,263810.9714863829,2966215.590750727,2875,485,200,291,180,100,309,94,97,110,124,98,78
37,Blues,342.1697739308374,0.002224699128419161,31918,0.1433869635379725,57.959345680456416,0.02675980089639347,123.046875,5.391437530517578,4930424.0,5.391437530517578,369484.37238131324,2900136.3397498294,7468,633,704,170,253,248,209,155,158,83,110,111,127
38,Blues,2187.8544132329866,0.00390797620639205,29381,0.6093559808388961,69.07691346548724,0.022110348638810316,129.19921875,24.619380950927734,109491000.0,24.619380950927734,551966.136624138,4231587.389779561,3217,760,298,250,190,170,120,142,190,97,85,73,81
39,Blues,755.4688857473168,0.0026251894887536764,23388,0.19599443690783086,64.56032457514806,0.030715321824129595,117.45383522727273,7.641108989715576,8840615.0,7.641108989715576,514842.39001679013,3817694.242056546,5067,593,301,242,284,138,281,121,113,113,106,89,78
40,Blues,255.77065606881047,0.0007793297409079969,64767,0.45281864205729416,84.10541777316999,0.004893738460350199,117.45383522727273,14.578426361083984,17089418.0,14.578426361083984,202304.92918724613,577937.4186870947,1286,230,227,114,113,66,86,50,47,93,41,49,47
41,Blues,277.46511196851657,0.0008728399407118559,67745,0.4213473608729843,87.32678221925865,0.009208730695911662,129.19921875,13.454133987426758,12917453.0,13.454133987426758,306621.42710083653,948336.0545088954,1416,379,324,129,107,70,89,85,54,124,68,52,56
42,Blues,135.65240177404954,0.0005164199392311275,64835,0.3655243578450897,74.16522566350002,0.020712414193458293,89.10290948275862,9.892412185668945,10840145.0,9.892412185668945,205198.41002502615,557345.1819739175,2441,240,515,111,118,40,58,45,68,66,72,40,79
43,Blues,459.95335664796,0.0013285308377817273,57796,0.39534813860199375,88.7237376973554,0.006148534539557434,129.19921875,13.48549747467041,11448456.0,13.48549747467041,188051.86412867944,931133.5843343268,2209,230,385,82,89,92,90,40,59,113,41,62,43
44,Blues,151.81339500437764,0.0004774519184138626,61292,0.5261675966154022,88.59757436616425,0.00808662005647693,135.99917763157896,14.669129371643066,21417620.0,14.669129371643066,170895.9041302103,566280.0302802154,826,227,279,82,55,38,51,54,77,85,69,95,91
45,Blues,273.3901587105215,0.000718741852324456,31862,0.6581597707817016,67.03560777587315,0.003962927467698997,129.19921875,17.43853187561035,60757220.0,17.43853187561035,144924.34715422592,814174.4340501982,667,207,134,43,32,38,43,31,38,35,38,37,50
46,Blues,195.36267240527252,0.0009485609480179846,38728,0.34541060831055065,70.51049140797693,0.013430487544880599,123.046875,8.818053245544434,9919787.0,8.818053245544434,331561.4884446087,1276344.7898799693,2273,450,267,173,117,65,147,72,59,58,44,42,49
47,Blues,139.24209527423406,0.0005284136277623475,49903,0.2824708767933664,75.05439452682779,0.01930231982108487,151.99908088235293,10.107379913330078,9156839.0,10.107379913330078,162717.6851023251,577238.8019343502,1105,195,172,97,96,39,51,66,55,64,40,35,42
48,Blues,260.58372105387656,0.0009161678026430309,65464,0.3205670863641346,81.45490490259787,0.008477587879488852,123.046875,12.501026153564453,8566160.0,12.501026153564453,166440.62383990356,821331.6621036228,1518,267,370,124,129,59,118,94,62,79,62,68,50
49,Blues,62.745076222154374,0.00045568562927655876,26475,0.1822691090895825,50.67864751393972,0.022977381184747576,123.046875,6.400172710418701,5680291.5,6.400172710418701,412214.09124660614,3060404.731919267,3166,668,354,205,197,83,74,76,102,80,69,60,66
50,Blues,2455.1316668024415,0.003949359059333801,56859,1.1544547948488193,83.50266947815808,0.00650556942725795,135.99917763157896,28.676034927368164,41765428.0,28.676034927368164,147556.66201620246,809184.6553437025,2505,316,340,204,138,73,102,52,61,59,43,50,45
51,Blues,1140.1895071744752,0.0016999118961393833,70627,1.0844500739259362,82.80246584191694,0.004617464760077826,99.38401442307692,31.00343894958496,38518828.0,31.00343894958496,137042.5444211947,695088.546851504,1011,317,206,69,94,115,98,78,68,73,72,99,55
52,Blues,934.5330313782904,0.0029762007761746645,44528,0.4326506307169949,49.567163722803876,0.023773254708989545,151.99908088235293,9.803627967834473,7352777.5,9.803627967834473,448667.8080381744,2095280.3772299243,7865,671,815,174,314,251,197,112,101,65,62,59,54
53,Blues,1966.0268148851114,0.0036679187323898077,88030,0.7678739571401928,80.15683695600971,0.005606650817566059,103.359375,24.557998657226562,15075353.0,24.557998657226562,169962.40358733002,742554.2933501645,2905,433,389,407,205,121,164,149,57,78,68,64,54
54,Blues,2599.0489225085885,0.003605108242481947,68549,1.1585334189709124,89.21563522402192,0.006012425416347389,92.28515625,33.5976448059082,56874372.0,33.5976448059082,220828.04030263607,846523.8947458434,1748,452,304,150,180,87,150,60,58,63,61,63,42
55,Blues,2091.07158755201,0.0042884270660579205,74977,0.9274457705800327,78.31613474459408,0.004498777618971348,135.99917763157896,22.386337280273438,19992228.0,22.386337280273438,190960.74860891033,770748.9864437286,3339,339,349,284,154,125,108,104,51,105,57,67,58
56,Blues,1657.8395476307612,0.0032628404442220926,50047,0.7591135468373679,69.05279296584992,0.01694248154485071,161.4990234375,17.019121170043945,17806542.0,17.019121170043945,347388.64709946775,1537098.0279334667,4654,532,355,279,261,191,190,107,80,82,48,104,49
57,Blues,1900.8609297740873,0.0035414688754826784,59656,1.00193327501805,80.90787910154894,0.007319057454372069,92.28515625,26.521780014038086,39626536.0,26.521780014038086,253390.95105191096,1245239.2134107954,3131,522,408,331,301,152,149,109,72,103,79,70,56
58,Blues,2805.4618954662083,0.004807093180716038,69132,0.8059672918946621,76.0357413331532,0.008094788982064827,107.666015625,23.779329299926758,16452621.0,23.779329299926758,283251.2932884643,1128762.2181277552,3216,612,376,117,153,168,118,103,90,86,73,62,66
59,Blues,2737.5295067468737,0.004251108039170504,94237,1.053690166329734,84.88862139062721,0.003399350523978745,107.666015625,25.48908233642578,26429208.0,25.48908233642578,239275.29217694816,724017.5527925027,2571,321,238,143,228,164,125,70,59,73,41,55,58
60,Blues,2377.056550471574,0.00342349405400455,64558,1.236470903906454,85.9723402948217,0.006051048498330754,151.99908088235293,32.41987609863281,53717028.0,32.41987609863281,125020.83458143938,638540.8998840672,1612,307,222,228,175,114,109,92,55,73,38,50,40
61,Blues,206.01670421575497,0.0006145771476440132,110991,0.36177360508986983,92.30265602008168,0.004791358846582798,129.19921875,15.857049942016602,16910534.0,15.857049942016602,162875.18880340474,398841.97224681155,1043,207,166,55,67,42,50,54,48,56,54,50,64
62,Blues,157.18496758263174,0.0008737939642742276,77651,0.17734299583790605,68.06105261581352,0.010743845353067043,112.34714673913044,9.32129955291748,3761577.75,9.32129955291748,422391.3525121993,811405.0442900643,1828,712,419,186,268,146,248,92,107,77,74,108,79
63,Blues,291.689398161917,0.0017385445535182953,102337,0.11221127315753374,82.67887842083441,0.01071342131977141,92.28515625,8.431154251098633,2122967.0,8.431154251098633,289344.43863293936,477555.43268636696,2038,425,594,142,107,78,188,52,121,52,57,68,66
64,Blues,117.19562240971277,0.000549138814676553,97310,0.1652384862404767,78.38536315032435,0.005012200319966523,151.99908088235293,11.012799263000488,5014145.0,11.012799263000488,107855.6408726186,274971.41733617283,886,171,190,130,78,41,51,53,45,45,42,36,37
65,Blues,141.05729863767868,0.0008655781857669353,96960,0.0920996767392682,78.45276852195363,0.01127841418725406,107.666015625,8.384425163269043,1924391.5,8.384425163269043,347701.39243847027,622829.0611988318,1184,606,342,126,128,83,157,55,74,68,62,66,46
66,Blues,142.21377548563396,0.000703285273630172,80719,0.23336714647640666,82.00984390226043,0.005124695341707405,161.4990234375,9.886914253234863,3710879.75,9.886914253234863,347328.66215118277,754936.49720484,1589,504,291,154,162,79,186,65,74,51,70,82,74
67,Blues,150.79837273915925,0.0005643499898724258,74691,0.23501536956841867,74.12473426109193,0.008903793711445916,161.4990234375,13.206646919250488,5896513.5,13.206646919250488,219325.7062696625,694671.8338817582,933,365,346,175,140,85,241,62,79,56,105,73,59
68,Blues,167.25237872476572,0.0009903274476528168,89531,0.1564947504269521,76.24503365244598,0.0068911970999519494,161.4990234375,8.934317588806152,3012276.75,8.934317588806152,176013.4090607266,465188.1372308318,1588,316,227,139,122,68,67,58,50,54,68,61,32
69,Blues,226.13725842337257,0.0009673566673882306,82905,0.13611538781187102,81.3475099075856,0.010911021739600981,123.046875,11.168535232543945,4829163.5,11.168535232543945,236638.69215452237,492777.38066584436,1179,435,272,131,200,104,132,101,69,74,43,64,87
70,Blues,195.58633942943834,0.0011007095454260707,65162,0.14477508393341487,74.61598452445861,0.008160026891111562,143.5546875,9.49176025390625,2924141.5,9.49176025390625,328873.5633550806,1101400.879141347,1942,800,316,143,155,88,223,94,91,72,98,69,71
71,Blues,72.03421536850627,0.000325164757668972,89231,0.20462564299651134,78.58280428211972,0.006356853654154786,143.5546875,11.420029640197754,5060046.5,11.420029640197754,97719.36863216064,230403.91352476727,695,192,133,99,64,41,46,46,52,51,60,35,34
72,Blues,75.76545545465231,0.00043984755757264793,85611,0.16826796385559434,76.14974732988094,0.01506637449293522,103.359375,8.630141258239746,4649931.0,8.630141258239746,292658.2328775546,553086.1906448322,757,306,247,87,78,60,46,57,44,45,41,43,41
73,Blues,6026.0440249769035,0.005450210999697447,66612,1.5236146225918898,86.23237169878645,0.007371231233827073,99.38401442307692,56.12405776977539,130955208.0,56.12405776977539,108565.65995993812,494082.5877968201,1117,204,185,173,121,94,90,65,56,52,53,39,52
74,Blues,3011.422744244505,0.0042974939569830894,80154,0.8694640914823807,101.7972534696658,0.005576766365284748,112.34714673913044,33.07277297973633,51487516.0,33.07277297973633,272557.59910606063,1021057.2406970344,2862,358,288,165,140,108,91,64,85,65,65,70,58
75,Blues,5407.864785872412,0.008006883785128593,71933,1.103707555635902,94.69429212979003,0.0034513093727766534,117.45383522727273,34.63068771362305,65381116.0,34.63068771362305,464219.19956823386,1857031.2242916052,6869,781,505,238,214,129,94,49,74,75,83,61,92
76,Blues,3759.7328459404343,0.0046264189295470715,90459,1.2998696043919962,93.02157614126722,0.020513313893072965,117.45383522727273,40.60236740112305,74007672.0,40.60236740112305,186148.26445559406,575518.7967616685,1343,221,219,112,127,102,138,80,66,65,83,51,59
77,Blues,4865.33400914038,0.0050751869566738605,73931,1.202964770429447,96.87873330171068,0.0053346835168827066,99.38401442307692,49.29405212402344,105576784.0,49.29405212402344,184258.29948193865,1091299.2938438405,1958,307,307,109,133,96,98,69,84,53,58,37,46
78,Blues,3067.331543695065,0.002736629918217659,82050,1.1993279556178582,109.45294522485847,0.001474168425612039,123.046875,53.425235748291016,112081040.0,53.425235748291016,89815.18763135416,482312.2698057164,733,164,142,99,105,48,66,42,40,33,44,41,39
79,Blues,2249.959482725109,0.0019026290392503142,82628,1.5504110650883602,108.65576739960848,0.0034009110111096535,161.4990234375,57.810821533203125,195962816.0,57.810821533203125,130742.02501358306,415997.04750170326,1022,171,149,65,70,42,72,48,58,41,30,28,41
80,Blues,7987.066739337793,0.007548848167061806,62348,1.1687127674928801,80.90941885507617,0.009428277583192078,117.45383522727273,51.019309997558594,102641472.0,51.019309997558594,155323.69936533205,767758.4350448258,2271,397,247,185,157,112,208,94,125,77,76,55,72
81,Blues,4377.729153207514,0.005399360321462154,84369,1.033791081648359,94.78118795832516,0.005273204914960538,103.359375,51.53501892089844,88129184.0,51.53501892089844,95000.31886010656,444095.98143539776,4598,437,200,239,73,55,81,70,60,59,41,68,43
82,Blues,3864.6920838026313,0.0037591939326375723,69655,1.05617582852978,88.30291768471386,0.0065389771858811495,123.046875,51.34784698486328,90048144.0,51.34784698486328,127242.45725337148,970763.8597850663,1405,254,268,154,204,97,100,62,83,89,61,64,65
83,Blues,4023.0187348810205,0.0034451123792678118,78181,2.1208929305952537,106.9319691433117,0.010618687954601674,135.99917763157896,51.0888786315918,134618896.0,51.0888786315918,143909.6292984804,445314.94705232227,967,152,181,58,50,58,55,33,57,43,39,41,56
84,Blues,5728.479720382447,0.00718147587031126,75119,1.2666450959868147,94.20304298093238,0.003960681000367438,112.34714673913044,47.85756301879883,84895424.0,47.85756301879883,229497.29801656655,1228917.4700754653,3891,434,178,86,143,60,73,60,47,40,51,44,53
85,Blues,1828.1022874026933,0.003557981224730611,39357,0.6207997560362328,55.411822043635944,0.01845068501221845,143.5546875,20.130035400390625,29394272.0,20.130035400390625,407626.40440970106,2059846.9036395447,4545,1279,585,261,191,301,202,109,143,98,116,108,85
86,Blues,1430.6876156661222,0.0036628516390919685,32372,0.5106128929231899,54.89890770724493,0.009919294384664993,123.046875,14.826528549194336,27673406.0,14.826528549194336,713244.1084696207,3530473.890372089,7250,1555,731,257,310,185,180,102,140,75,95,75,76
87,Blues,1528.2098158378287,0.0027055274695158005,33728,0.7622943821997145,61.76799200635163,0.01508086559024047,172.265625,21.291976928710938,36060808.0,21.291976928710938,387368.796608491,2200118.1371635124,3078,802,492,355,262,157,243,130,161,108,107,111,74
88,Blues,1607.8146307731977,0.0034682194236665964,21251,0.6884098619589974,49.45026149928281,0.009097588378013763,172.265625,18.13499641418457,39770108.0,18.13499641418457,136257.81483810197,1004437.8830980399,3234,567,205,127,181,96,119,52,79,90,74,68,63
89,Blues,300.841326060208,0.0018180576153099537,16989,0.1502649824695893,30.407391440824604,0.022474507743592612,107.666015625,3.5647318363189697,2121231.5,3.5647318363189697,198437.38643734503,989210.4479878785,5335,1054,919,312,230,274,163,80,104,72,108,68,58
90,Blues,881.5289433805502,0.0021364251151680946,38539,0.5536265995723519,68.20709234490742,0.015505289230804322,143.5546875,14.982980728149414,25486252.0,14.982980728149414,781760.5775332532,3620955.363511725,4503,1387,682,321,330,181,182,112,150,107,109,134,85
91,Blues,298.46531552642915,0.001284449826925993,23886,0.3539216101669566,50.99891895266952,0.017106754283411088,123.046875,8.547532081604004,9456822.0,8.547532081604004,415916.7029748897,2278072.3734957273,7768,1108,609,116,332,90,80,104,90,82,85,57,57
92,Blues,259.0130143284386,0.0015331797767430544,21386,0.17101005350749132,36.225810657080096,0.02496223628172621,83.35433467741936,4.245171546936035,2692919.5,4.245171546936035,522858.8361791976,2289370.115424789,7286,966,1191,303,228,160,186,148,184,95,90,82,91
93,Blues,290.1490940608779,0.0018043973250314593,14368,0.19344123245705971,28.888023640858997,0.030256990339269846,143.5546875,4.7096266746521,3552009.25,4.7096266746521,104725.95459119702,489521.4573216061,2657,622,316,213,188,68,40,36,40,36,46,42,35
94,Blues,3003.149213092546,0.0053408341482281685,33722,0.9145751967573701,51.91458408354311,0.019747214264196004,103.359375,19.39609718322754,52719688.0,19.39609718322754,526798.5558314609,2812153.824821511,6804,1107,763,226,230,258,136,76,74,60,94,59,74
95,Blues,1424.4487464856497,0.002167758531868458,37878,0.9414772529905441,68.45212826120203,0.011501516855559252,135.99917763157896,28.553470611572266,67977504.0,28.553470611572266,509489.4182027593,2166144.2385323667,2304,958,535,172,253,145,109,126,104,100,71,147,63
96,Blues,64.8652714389651,0.0008598412969149649,32033,0.07165515635911049,35.255527464455376,0.03024449703822463,123.046875,2.680981159210205,593800.0,2.680981159210205,319127.4656714471,1712090.0638409557,5277,679,529,489,264,214,174,115,134,86,139,147,85
97,Blues,2223.4316178313206,0.002955208532512188,29554,1.214548569595934,58.21122696140658,0.014871449136706735,117.45383522727273,32.51493453979492,99135360.0,32.51493453979492,422824.3337767364,2487688.468052381,4150,1371,246,159,220,163,149,76,92,157,66,103,69
98,Blues,497.7000070700445,0.0017035792116075754,85101,0.3106681457919058,85.21001074335355,0.005798760117401144,123.046875,13.387338638305664,7678821.0,13.387338638305664,191255.53713106856,620973.317179212,2589,298,451,120,110,61,113,77,50,50,68,59,61
99,Blues,1561.3580915443974,0.005347097758203745,49532,0.14723057874752368,47.76995102055085,0.012140577424131015,92.28515625,12.584333419799805,4808991.5,12.584333419799805,225342.39172878658,1065425.8467335885,9694,546,1625,239,246,107,110,126,70,76,76,79,62
100,Classical,8.045199145204094,0.00022078042093198746,65062,0.01613289376267229,41.25354717830395,0.014025026392567289,95.703125,1.1800247430801392,46881.5390625,1.1800247430801392,44457.89174119359,286307.106984705,1792,189,231,169,71,74,114,65,75,177,106,80,154
101,Classical,3.6681093028447114,0.0001606818987056613,58165,0.0091619385270231,36.27119779268116,0.024928956747899737,117.45383522727273,0.8447809815406799,34040.6640625,0.8447809815406799,61611.212847865165,325689.0396072247,984,333,187,151,130,139,123,82,76,82,98,117,192
102,Classical,8.13508847007287,0.0001925856777234003,59645,0.02659158438331182,42.25547675920526,0.015630145183030984,99.38401442307692,1.6262234449386597,89810.6953125,1.6262234449386597,38993.337531137666,263913.1764790966,857,197,151,136,51,81,79,59,50,77,60,67,99
103,Classical,12.129022272416096,0.0003562778583727777,72237,0.012997896651803498,35.12951963710114,0.0301779425002721,135.99917763157896,0.9357225894927979,39358.85546875,0.9357225894927979,91344.30988841469,543720.5975182861,3202,309,462,127,131,116,72,100,93,73,125,173,151
104,Classical,8.96261714726383,0.00020953072817064822,74789,0.012934390596163563,48.07127602741879,0.01594691426609542,107.666015625,1.534031629562378,87407.8359375,1.534031629562378,68132.45345932996,338191.314816636,559,220,142,64,75,58,56,109,96,96,184,161,104
105,Classical,20.871516102852308,0.000584557477850467,49805,0.03548709503988792,37.54129110665683,0.015339113182746049,143.5546875,1.8834681510925293,173008.65625,1.8834681510925293,74049.94303684696,336348.0728129081,7376,321,147,178,95,108,74,81,63,93,55,85,72
106,Classical,13.098211126010114,0.0003483202017378062,48265,0.020956181773691927,33.858242485710065,0.02213993030273439,103.359375,1.1136912107467651,65901.9921875,1.1136912107467651,70402.01221225134,336874.45503860345,4000,307,160,86,117,69,85,85,57,76,105,82,94
107,Classical,38.43618309218249,0.0007751522352918983,48480,0.03800535012761227,35.69830440243838,0.024243554032016133,107.666015625,1.87684965133667,194567.875,1.87684965133667,130160.35033242806,634824.0050054997,7859,531,524,143,154,71,105,155,87,104,82,92,69
108,Classical,14.11918295025185,0.0004594553611241281,52235,0.024025713130083528,32.97884669245439,0.021405690658744998,135.99917763157896,1.239040732383728,68554.28125,1.239040732383728,80406.83360567689,325294.52407728625,4866,252,202,86,112,77,84,61,93,97,119,122,164
